node_id,head,demand_x,longitude,latitude,elevation,demand_y,geometry,pressure
109047,0.0,0.0,-122.34432096541474,37.96338104376821,43.9,0.0,POINT (-122.3443209654147 37.96338104376821),-19.0269824184
109085,0.0,0.0,-122.29008064014279,37.79868214603327,10.14,0.0,POINT (-122.2900806401428 37.79868214603327),-4.394842863840001
109086,0.0,0.0,-122.29024978209263,37.7982136261808,9.97,0.0,POINT (-122.2902497820926 37.7982136261808),-4.32116206632
109142,0.0,0.0,-122.36472875723403,37.93414681702828,22.39,0.0,POINT (-122.364728757234 37.93414681702828),-9.70419444984
109172,0.0,0.0,-122.29354820088659,37.88772710459925,59.62,0.0,POINT (-122.2935482008866 37.88772710459925),-25.84028910672
109173,0.0,0.0,-122.29354713645249,37.88773177509234,59.62,0.0,POINT (-122.2935471364525 37.88773177509234),-25.84028910672
109282,0.0,0.0,-122.2571968405409,37.798776583835746,15.93,0.0,POINT (-122.2571968405409 37.79877658383575),-6.90432414408
109290,0.0,0.0,-122.28980173791182,37.79930143758376,10.77,0.0,POINT (-122.2898017379118 37.79930143758376),-4.66789523112
109301,0.0,0.0,-122.30239615060252,37.81467614275454,11.58,0.0,POINT (-122.3023961506025 37.81467614275454),-5.01896256048
109302,0.0,0.0,-122.30326959189621,37.81475951473176,11.52,0.0,POINT (-122.3032695918962 37.81475951473176),-4.99295757312
109327,0.0,0.0,-122.3413949923464,37.93768440471376,63.48,0.0,POINT (-122.3413949923464 37.93768440471376),-27.51327662688
109360,0.0,0.0,-122.2918021881063,37.879514446391866,65.51,0.0,POINT (-122.2918021881063 37.87951444639187),-28.39311203256
109361,0.0,0.0,-122.29179034169731,37.87946592835437,65.51,0.0,POINT (-122.2917903416973 37.87946592835437),-28.39311203256
109418,0.0,0.0,-122.28501321491191,37.846469501814006,40.99,0.0,POINT (-122.2850132149119 37.84646950181401),-17.76574053144
109419,0.0,0.0,-122.28500463096942,37.846471931063306,40.99,0.0,POINT (-122.2850046309694 37.84647193106331),-17.76574053144
109565,0.0,0.0,-122.34853567043476,37.92387073102242,22.07,0.0,POINT (-122.3485356704348 37.92387073102242),-9.56550118392
109566,0.0,0.0,-122.34853518997221,37.92394443941146,22.12,0.0,POINT (-122.3485351899722 37.92394443941146),-9.587172006720001
109647,0.0,0.0,-122.34290690439042,37.93945012725767,60.94,0.0,POINT (-122.3429069043904 37.93945012725767),-26.412398828639997
109649,0.0,0.0,-122.24943425482373,37.80473080910567,23.4,0.0,POINT (-122.2494342548237 37.80473080910567),-10.1419450704
109665,0.0,0.0,-122.34856380000427,37.92264429704557,19.16,0.0,POINT (-122.3485638000043 37.92264429704557),-8.304259296960002
109678,0.0,0.0,-122.25746200988834,37.7944325045655,27.04,0.0,POINT (-122.2574620098883 37.7944325045655),-11.71958097024
109679,0.0,0.0,-122.25747558262456,37.79444286691594,27.04,0.0,POINT (-122.2574755826246 37.79444286691594),-11.71958097024
109684,0.0,0.0,-122.35199276069986,37.944500426686275,50.04,0.0,POINT (-122.3519927606999 37.94450042668628),-21.68815945824
109685,0.0,0.0,-122.35196327453728,37.94451129443291,50.04,0.0,POINT (-122.3519632745373 37.94451129443291),-21.68815945824
109716,0.0,0.0,-122.28987495314868,37.79926828207937,10.48,0.0,POINT (-122.2898749531487 37.79926828207937),-4.542204458880001
109722,0.0,0.0,-122.31413848815508,37.9091923385789,22.09,0.0,POINT (-122.3141384881551 37.9091923385789),-9.574169513040001
109740,0.0,0.0,-122.3580757891745,37.93584472024705,28.29,8.96921906399174,POINT (-122.3580757891745 37.93584472024705),-12.26135154024
109743,0.0,0.0,-122.34346777439535,37.96428971045084,47.09,0.0,POINT (-122.3434677743954 37.96428971045084),-20.409580913040003
109799,0.0,0.0,-122.28204854778492,37.86938063512072,111.05,0.0,POINT (-122.2820485477849 37.86938063512072),-48.1308974388
109802,0.0,0.0,-122.28990183612996,37.87303682288273,70.24,0.0,POINT (-122.28990183613 37.87303682288273),-30.443171869439997
109826,0.0,0.0,-122.25753816754869,37.79843523705067,17.57,0.0,POINT (-122.2575381675487 37.79843523705067),-7.6151271319200005
109910,0.0,0.0,-122.29041579545813,37.78376019615502,12.27,0.0,POINT (-122.2904157954581 37.78376019615502),-5.31801991512
109944,0.0,0.0,-122.27443342159066,37.806486797221645,37.74,0.0,POINT (-122.2744334215907 37.80648679722164),-16.357137049440002
110033,0.0,0.0,-122.25793790575915,37.797979056311995,21.29,0.0,POINT (-122.2579379057591 37.79797905631199),-9.22743634824
110109,0.0,0.0,-122.25714603225396,37.798711591844786,15.93,0.0,POINT (-122.257146032254 37.79871159184479),-6.90432414408
110125,0.0,0.0,-122.28993634169657,37.799279484532754,9.7,0.0,POINT (-122.2899363416966 37.79927948453275),-4.2041396232
110261,0.0,0.0,-122.29259198386116,37.884769221064346,60.58,0.0,POINT (-122.2925919838612 37.88476922106435),-26.256368904480002
110262,0.0,0.0,-122.29259714268787,37.88479508362379,60.28,0.0,POINT (-122.2925971426879 37.88479508362379),-26.126343967680004
110621,0.0,0.0,-122.27385478163058,37.79759614737336,24.48,0.0,POINT (-122.2738547816306 37.79759614737336),-10.610034842880001
110669,0.0,0.0,-122.34650805361628,37.919748587356665,13.1,0.0,POINT (-122.3465080536163 37.91974858735666),-5.6777555736
110670,0.0,0.0,-122.34649816671292,37.91974882629364,13.1,0.0,POINT (-122.3464981667129 37.91974882629364),-5.6777555736
110718,0.0,0.0,-122.28733223388436,37.88792078421818,105.94,0.0,POINT (-122.2873322338844 37.88792078421818),-45.91613934864
110719,0.0,0.0,-122.34506664880895,37.91733518626377,12.23,0.0,POINT (-122.345066648809 37.91733518626377),-5.30068325688
110816,0.0,0.0,-122.27928742973054,37.845666530805694,55.48,0.0,POINT (-122.2792874297305 37.84566653080569),-24.045944978879998
110856,0.0,0.0,-122.289919219577,37.87320574812068,70.3,0.0,POINT (-122.289919219577 37.87320574812068),-30.4691768568
110869,0.0,0.0,-122.24675466853293,37.78861425933106,18.63,0.0,POINT (-122.2467546685329 37.78861425933106),-8.07454857528
110870,0.0,0.0,-122.24672416505915,37.78860247582296,18.91,0.0,POINT (-122.2467241650591 37.78860247582296),-8.19590518296
110924,0.0,0.0,-122.28884760003164,37.811738592589776,17.63,0.0,POINT (-122.2888476000316 37.81173859258978),-7.64113211928
111023,0.0,0.0,-122.34309536857953,37.965780574700645,49.82,0.0,POINT (-122.3430953685795 37.96578057470064),-21.59280783792
111032,0.0,0.0,-122.24769343980287,37.79625851433945,47.53,0.0,POINT (-122.2476934398029 37.79625851433945),-20.60028415368
111033,0.0,0.0,-122.24759528622305,37.79617156279,47.91,0.0,POINT (-122.247595286223 37.79617156279),-20.764982406959998
111119,0.0,0.0,-122.28863544618773,37.81168968846253,17.9,0.0,POINT (-122.2886354461877 37.81168968846253),-7.7581545624
111120,0.0,0.0,-122.28845385666372,37.811648443012864,18.86,0.0,POINT (-122.2884538566637 37.81164844301286),-8.17423436016
111121,0.0,0.0,-122.28609514823877,37.87620182100738,82.63,0.0,POINT (-122.2860951482388 37.87620182100738),-35.81320175928
111158,0.0,0.0,-122.379251980273,37.92256786271535,20.15,0.0,POINT (-122.379251980273 37.92256786271535),-8.7333415884
111159,0.0,0.0,-122.37839655371864,37.920511400867845,20.34,0.0,POINT (-122.3783965537186 37.92051140086784),-8.81569071504
111319,0.0,0.0,-122.27059418616129,37.80533246546766,38.84,0.0,POINT (-122.2705941861613 37.80533246546766),-16.83389515104
111320,0.0,0.0,-122.27061390420822,37.80528822040536,38.84,0.0,POINT (-122.2706139042082 37.80528822040536),-16.83389515104
111353,0.0,0.0,-122.35404405290063,37.92934793193506,24.1,0.0,POINT (-122.3540440529006 37.92934793193506),-10.4453365896
111367,0.0,0.0,-122.28338597575892,37.851108819280455,56.72,0.0,POINT (-122.2833859757589 37.85110881928046),-24.58338138432
111368,0.0,0.0,-122.2833612390888,37.85111052492324,56.72,0.0,POINT (-122.2833612390888 37.85111052492324),-24.58338138432
111380,0.0,0.0,-122.3808553228239,37.92535061407443,16.59,0.0,POINT (-122.3808553228239 37.92535061407443),-7.1903790050400005
111381,0.0,0.0,-122.3807859626231,37.92535034509183,16.64,0.0,POINT (-122.3807859626231 37.92535034509183),-7.212049827840001
111498,0.0,0.0,-122.2564133905162,37.797976036180856,17.79,0.0,POINT (-122.2564133905162 37.79797603618086),-7.71047875224
111499,0.0,0.0,-122.25636072022935,37.79791019894278,17.77,0.0,POINT (-122.2563607202294 37.79791019894278),-7.7018104231199995
111540,0.0,0.0,-122.28606588031704,37.821126606106965,10.83,0.0,POINT (-122.286065880317 37.82112660610697),-4.6939002184800005
111541,0.0,0.0,-122.28605387768414,37.821122738900975,10.83,0.0,POINT (-122.2860538776841 37.82112273890097),-4.6939002184800005
111554,0.0,0.0,-122.34856017706531,37.92394202323956,22.12,0.0,POINT (-122.3485601770653 37.92394202323956),-9.587172006720001
111555,0.0,0.0,-122.3485576484227,37.92396218637993,22.12,0.0,POINT (-122.3485576484227 37.92396218637993),-9.587172006720001
111563,0.0,0.0,-122.34005590876356,37.95779805030031,69.63,0.0,POINT (-122.3400559087636 37.95779805030031),-30.178787831279998
111568,0.0,0.0,-122.34169282408196,37.96517712399977,51.26,0.0,POINT (-122.341692824082 37.96517712399977),-22.21692753456
111593,0.0,0.0,-122.34747876276256,37.950359354675776,64.41,0.0,POINT (-122.3474787627626 37.95035935467578),-27.91635393096
111625,0.0,0.0,-122.34401690410157,37.9163111244489,7.74,0.0,POINT (-122.3440169041016 37.9163111244489),-3.35464336944
111626,0.0,0.0,-122.34401672006132,37.9162987661334,7.74,0.0,POINT (-122.3440167200613 37.9162987661334),-3.35464336944
111657,0.0,0.0,-122.25650385686278,37.79801278579122,17.37,0.0,POINT (-122.2565038568628 37.79801278579122),-7.5284438407200005
111671,0.0,0.0,-122.34289484005674,37.938806613084985,60.13,11.403442318691473,POINT (-122.3428948400567 37.93880661308499),-26.061331499279998
111914,0.0,0.0,-122.25739212845457,37.79453375118438,26.79,0.0,POINT (-122.2573921284546 37.79453375118438),-11.61122685624
111962,0.0,0.0,-122.35206427958292,37.94886540995626,51.28,0.0,POINT (-122.3520642795829 37.94886540995626),-22.225595863680002
112048,0.0,0.0,-122.29143051065945,37.876564496659824,58.94,0.0,POINT (-122.2914305106595 37.87656449665982),-25.54556591664
112219,0.0,0.0,-122.30228386734692,37.89176835794908,74.01,0.0,POINT (-122.3022838673469 37.89176835794908),-32.077151908560005
112220,0.0,0.0,-122.30251668641183,37.89172154247173,84.62,0.0,POINT (-122.3025166864118 37.89172154247173),-36.67570050672
112283,0.0,0.0,-122.35912269947565,37.93576824805614,27.32,0.0,POINT (-122.3591226994756 37.93576824805614),-11.840937577920002
112342,0.0,0.0,-122.28718327809996,37.868724390948046,79.83,0.0,POINT (-122.2871832781 37.86872439094805),-34.59963568248
112805,0.0,0.0,-122.257434034925,37.798336098706386,17.45,5.161821340005418,POINT (-122.257434034925 37.79833609870639),-7.5631171572
112998,0.0,0.0,-122.35620387715132,37.93576459170625,31.27,0.0,POINT (-122.3562038771513 37.93576459170625),-13.55293257912
113022,0.0,0.0,-122.29257761836875,37.88472955781412,60.58,0.0,POINT (-122.2925776183688 37.88472955781412),-26.256368904480002
113161,0.0,0.0,-122.25561162153309,37.78905343757745,10.15,0.0,POINT (-122.2556116215331 37.78905343757745),-4.3991770284000005
113194,0.0,0.0,-122.27885070510528,37.84505521445128,57.37,0.0,POINT (-122.2788507051053 37.84505521445128),-24.86510208072
113250,0.0,0.0,-122.25821317847885,37.79517823323704,30.33,0.0,POINT (-122.2582131784789 37.79517823323704),-13.145521110479999
113276,0.0,0.0,-122.2860427895713,37.821326605303184,11.18,0.0,POINT (-122.2860427895713 37.82132660530318),-4.8455959780799995
113292,0.0,0.0,-122.34247333595184,37.965883884578794,51.25,0.0,POINT (-122.3424733359518 37.96588388457879),-22.21259337
113294,0.0,0.0,-122.24956066969726,37.80488000748589,24.01,0.0,POINT (-122.2495606696973 37.80488000748589),-10.40632910856
113306,0.0,0.0,-122.28990702532958,37.79916272914551,10.08,0.0,POINT (-122.2899070253296 37.79916272914551),-4.36883787648
113310,0.0,0.0,-122.28737660140484,37.868696410222825,78.82,0.0,POINT (-122.2873766014048 37.86869641022282),-34.161885061919996
113445,0.0,0.0,-122.25734528354998,37.79868587829606,16.31,0.0,POINT (-122.25734528355 37.79868587829606),-7.0690223973599995
113449,0.0,0.0,-122.3454293906323,37.917327687642846,11.91,0.0,POINT (-122.3454293906323 37.91732768764285),-5.16198999096
113492,0.0,0.0,-122.29148164101306,37.88138621446585,69.23,0.0,POINT (-122.2914816410131 37.88138621446585),-30.00542124888
113514,0.0,0.0,-122.30202469216164,37.86577916710069,9.31,0.0,POINT (-122.3020246921616 37.86577916710069),-4.03510720536
