OBJECTID,FAC_GN,FAC_NM,FAC_ADDR_T,STRCT_NU,PRSZ_CD,PRSZ_DESC_,PRSZ_HILL_,PRSZ_SRC_C,PRSZ_SRC_D,PLNG_PRSZ_,PLNG_PRSZ1,FUND_CD,FAC_SITE_G,FAC_ALT_CD,CITY_CD,CNTY_CD,ZIP_NU,FAC_DIRCTN,RTU_NM,OPS_LOOP_N,FAC_TYPE_N,FAC_TYPE_A,MAP_EAST_N,MAP_NORTH_,FAC_STAT_C,FAC_FAC_ST,FAC_FAC__1,FAC_PRINT_,FAC_FULL_P,FAC_LOC_TX,FAC_TEMP_F,FAC_STBY_F,FAC_STAFFE,WTR_TYPE_C,FAC_ABBRV_,MAINT_AREA,FAC_NAD83_,FAC_NAD831,STRCT_NM,geometry
405,218,Miranda Reservoir,"2700 off Dorchester Lane, between Stonegate Drive and Barrington Lane",1931.0,F5B,Diablo,E,,,,,WSG,0.0,,AMO,CC,,,WA48,840.0,DISTRIBUTION RESERVOIR,DRES,1566,506,IS,1990-09-19,,Miranda Reservoir,Miranda Reservoir (DRES),,N,N,N,P,Miranda,1.0,6127788.0,2146864.0,Miranda Reservoir,POINT (-122.0034134980767 37.88133889304099)
406,133,Luzon Reservoir,Lilac Circle,1763.0,A2B,Mendocino,W,,,,,WSG,0.0,,HER,CC,,,SA47,198.0,DISTRIBUTION RESERVOIR,DRES,1497,552,IS,1995-10-13,,Luzon Reservoir,Luzon Reservoir (DRES),,N,N,N,P,Luzon,1.0,6060414.0,2193095.0,Luzon Reservoir,POINT (-122.2397959220632 38.00507807797944)
410,85,Crockett Reservoir,550 Kendall Ave,793.0,A0A,Maloney,W,,,,,WSG,0.0,,CR,CC,,,SA24,160.0,DISTRIBUTION RESERVOIR,DRES,1500,570,IS,2005-12-29,,Crockett Reservoir,Crockett Reservoir (DRES),,N,N,N,P,Crockett Res,1.0,6062736.0,2211209.0,Crockett Reservoir,POINT (-122.2329023008219 38.05493192328638)
365,1743,Peabody Tectank Temporary Tank 0.28 MG,SE/o Rifle Range & Atwell Rds,0.0,A7D,Arlington,W,,,,,WSG,0.0,,EC,CC,,,SA18,274.0,DISTRIBUTION RESERVOIR,DRES,1482,524,TRS,2007-04-12,,Peabody Tectank Temporary Tank 0.28 MG,Peabody Tectank Temporary Tank 0.28 MG (DRES),,N,N,,P,Peabody 0.28 MG,2.0,6044827.0,2165127.0,,POINT (-122.2920264247139 37.92747857881275)
366,51,Arlington Reservoir,SE/o Rifle Range & Atwell Rds,789.0,A7D,Arlington,W,,,,,WSG,0.0,,EC,CC,,,SA18,274.0,DISTRIBUTION RESERVOIR,DRES,1482,524,IS,2007-03-30,,Arlington Reservoir,Arlington Reservoir (DRES),,N,N,N,P,Arlington,2.0,6044827.0,2165127.0,Arlington Reservoir,POINT (-122.2920264247139 37.92747857881275)
367,56,Bayview #2 Reservoir,E/o 22500 Bayview Ave,1783.0,C1A,Bayview,W,,,,,WSG,55.0,,HAY,AL,,NE,UA27,442.0,DISTRIBUTION RESERVOIR,DRES,1548,436,IS,1969-01-01,,Bayview #2 Reservoir,Bayview #2 Reservoir (DRES),,N,N,N,P,Bayview #2,2.0,6110887.0,2076782.0,Bayview No 2 Reservoir,POINT (-122.0579265448718 37.68813950439744)
369,50,Arroyo Reservoir,R/W S/o Shannon Ct,1924.0,D7J,Carter,E,,,,,WSG,0.0,,MOR,CC,,,OA28,626.0,DISTRIBUTION RESERVOIR,DRES,1536,482,IS,1991-04-23,,Arroyo Reservoir,Arroyo Reservoir (DRES),,N,N,N,P,Arroyo,1.0,6098547.0,2124347.0,Arroyo Reservoir,POINT (-122.1033810922358 37.8181777318628)
373,2068,Pardee Center Raw Water Elevated (Tower) Tank,3535 Sandretto Road,0.0,,,,,,,,WSG,0.0,,VS,CA,95252,,,0.0,SUPPLY RESERVOIR,SRES,0,0,IS,1990-01-01,,Pardee Center Raw Water Elevated (Tower) Tank,Pardee Center Raw Water Elevated (Tower) Tank (SRES),,N,N,,P,PACT Tower Tank,1.0,0.0,0.0,,POINT (165.9984561648176 -90)
377,1748,Las Trampas Reservoir,End of Glen Alpine Drive,2016.0,F9A,Las Trampas,E,,,,,WSG,0.0,,DAN,CC,,,,0.0,DISTRIBUTION RESERVOIR,DRES,1560,480,IS,2003-06-30,,Las Trampas Reservoir,Las Trampas Reservoir (DRES),,N,N,,P,Las Trampas,1.0,6122350.0,2122382.0,Las Trampas Reservoir,POINT (-122.0208755637196 37.81387201213544)
488,131,Leland Reservoir,Opp 1050 Leland Dr,946.0,H1A,Leland,E,,,,,WSG,0.0,,LAF,CC,,,WA60,799.0,DISTRIBUTION RESERVOIR,DRES,1539,510,IS,1955-01-01,,Leland Reservoir,Leland Reservoir (DRES),,N,N,N,P,Leland,1.0,6103357.0,2152322.0,Leland Reservoir,POINT (-122.0883740041958 37.895218826909)
494,196,Summit Reservoir,416 Spruce St,740.0,A5A,Summit,W,,,,,WSG,0.0,,BER,AL,,,SA16,252.0,DISTRIBUTION RESERVOIR,DRES,1488,516,IS,2003-07-25,,Summit Reservoir,Summit Reservoir (DRES),,N,N,N,P,Summit,2.0,6050885.0,2156997.0,Summit Reservoir,POINT (-122.2704938626533 37.905472047114)
502,135,Madrone Reservoir,300' E/o Balmoral Dr 400' N/o Skyline Bl,969.0,B9B,Madrone,W,,,,,WSG,0.0,,OAK,AL,,,UA54,413.0,DISTRIBUTION RESERVOIR,DRES,1518,476,IS,2000-05-18,,Madrone Reservoir,Madrone Reservoir (DRES),,N,N,N,P,Madrone,2.0,6081105.0,2117768.0,Madrone Reservoir,POINT (-122.1633511781936 37.79927733967045)
535,149,North Reservoir,2831 Moyers Dr,966.0,G0A,Central,W,,,,,WSG,0.0,,RCH,CC,,,SA21,162.0,DISTRIBUTION RESERVOIR,DRES,1473,540,IS,1997-01-03,,North Reservoir,North Reservoir (DRES),,N,N,N,P,North,1.0,6034792.0,2181959.0,North Reservoir,POINT (-122.327950959726 37.97316174820433)
541,103,Fairview Reservoir,25160 Old Fairview Av,978.0,C4C,Fairview,W,,,,,WSG,0.0,,HAY,AL,,E,UA33,474.0,DISTRIBUTION RESERVOIR,DRES,1554,432,IS,2003-07-16,,Fairview Reservoir,Fairview Reservoir (DRES),,N,N,N,P,Fairview,2.0,6115677.0,2072517.0,Fairview Reservoir,POINT (-122.0411323252488 37.67664563470705)
544,214,Welle Reservoir,2400' S/o End of Dupuru Dr,1791.0,A4G,Welle,W,,,,,WSG,0.0,,CR,CC,,,SA34,238.0,DISTRIBUTION RESERVOIR,DRES,1506,568,IS,2001-05-22,,Welle Reservoir,Welle Reservoir (DRES),,N,N,N,P,Welle,1.0,6069034.0,2208716.0,Welle Tank,POINT (-122.2108743985537 38.04840479487306)
550,78,Claremont Reservoir,2970 Claremont Av,712.0,G1AB,Claremont,W,,,,,WSG,0.0,,BER,AL,,,OA27,136.0,DISTRIBUTION RESERVOIR,DRES,1494,498,IS,1902-01-01,,Claremont Reservoir,Claremont Reservoir (DRES),,N,N,N,P,Claremont,2.0,6057278.0,2139120.0,Claremont Reservoir,POINT (-122.2471834889352 37.85671536868013)
555,193,Stonewall Reservoir,227 Stonewall Rd,720.0,A4A,Stonewall,W,,,,,WSG,0.0,,OAK,AL,,,SA60,222.0,DISTRIBUTION RESERVOIR,DRES,1497,500,IS,2005-09-02,,Stonewall Reservoir,Stonewall Reservoir (DRES),,N,N,N,P,Stonewall,2.0,6058757.0,2141225.0,Stonewall Tank,POINT (-122.2421970580723 37.86257093335885)
557,195,Strathmoor Reservoir,6 Strathmoor Dr,582.0,A9B,Strathmoor,W,,,,,WSG,0.0,,OAK,AL,,,SA19,280.0,DISTRIBUTION RESERVOIR,DRES,1500,500,IS,1961-01-01,,Strathmoor Reservoir,Strathmoor Reservoir (DRES),,N,N,N,P,Strathmoor,2.0,6062960.0,2141257.0,Strathmoor Tank,POINT (-122.2276421209838 37.86287257537845)
561,200,Swainland Reservoir,6275 Fairlane Dr,1767.0,B7A,Joaquin Miller,W,,,,,WSG,0.0,,OAK,AL,,,UA68,400.0,DISTRIBUTION RESERVOIR,DRES,1503,494,IS,2002-12-06,,Swainland Reservoir,Swainland Reservoir (DRES),,N,N,N,P,Swainland,2.0,6065892.0,2135736.0,Swainland Reservoir,POINT (-122.2171365051744 37.84786097073832)
562,122,Holly Reservoir,R/W at the end of High Eagle Court.,1913.0,D7K,Holly,E,,,,,WSG,0.0,,WC,CC,,,OA41,589.0,DISTRIBUTION RESERVOIR,DRES,1551,494,IS,1995-09-14,,Holly Reservoir,Holly Reservoir (DRES),,N,N,N,P,Holly,1.0,6114097.0,2135757.0,Holly Reservoir,POINT (-122.0502083579069 37.85022728334632)
563,43,Alamo Reservoir,Stonehill Dr. at Alamo Glen Dr.,1709.0,F3A,Danville,E,,,,,WSG,0.0,,AMO,CC,,,WA49,807.0,DISTRIBUTION RESERVOIR,DRES,1569,494,IS,1991-12-12,,Alamo Reservoir,Alamo Reservoir (DRES),,N,N,N,P,Alamo,1.0,6130527.0,2134910.0,Alamo Reservoir,POINT (-121.9932637153528 37.84863443179735)
515,45,Amador Reservoir,R/W off Alcosta Bl S/o Estero Dr,1784.0,F4A,Amador,E,,,,,WSG,0.0,,SR,CC,,,WA62,836.0,DISTRIBUTION RESERVOIR,DRES,1587,456,IS,2002-05-20,,Amador Reservoir,Amador Reservoir (DRES),,N,N,N,P,Amador,1.0,6150179.0,2097950.0,Amador Reservoir,POINT (-121.9232630843626 37.74798335466642)
521,148,Norris Reservoir,Alongside 6650 Jensen Ranch Rd.,1909.0,C5D,Norris,W,,,,,WSG,0.0,,CV,AL,,,UA08,483.0,DISTRIBUTION RESERVOIR,DRES,1557,446,IS,1980-01-01,,Norris Reservoir,Norris Reservoir (DRES),,N,N,N,P,Norris,2.0,6121089.0,2088037.0,Norris Reservoir,POINT (-122.0233063255292 37.71950597668735)
476,1503,Water Truck 7060,"No permanent location, see Intranet for current location.",0.0,,,,,,,,WSG,0.0,,,,,,,0.0,PORTABLE RESERVOIR,PRES,0,0,IS,1990-01-01,,Water Truck 7060,Water Truck 7060 (PRES),,N,N,,,Water Truck 7060,0.0,0.0,0.0,,POINT (165.9984561648176 -90)
479,180,Schapiro Reservoir,Barth & Capital Hill Aves,951.0,A2A,Berryman,W,,,,,WSG,0.0,,RCH,CC,,,SA26,189.0,DISTRIBUTION RESERVOIR,DRES,1473,534,IS,1955-01-01,,Schapiro Reservoir,Schapiro Reservoir (DRES),,N,N,N,P,Schapiro,1.0,6037227.0,2175757.0,Schapiro Reservoir,POINT (-122.3190870571975 37.95626318044864)
481,117,Happy Valley Reservoir,N/E end of Honeywood Road,567.0,D7B,Las Aromas,E,,,,,WSG,0.0,,OR,CC,,,OA52,598.0,DISTRIBUTION RESERVOIR,DRES,1518,518,IS,1999-05-20,,Happy Valley Reservoir,Happy Valley Reservoir (DRES),,N,N,N,P,Happy Valley,1.0,6081093.0,2158925.0,Happy Valley Reservoir,POINT (-122.1659266502419 37.9122875990118)
582,1892,May Reservoir,Skyline Blvd 2000' N/o Grass Valley Rd,2027.0,B5D,Country Club,W,,,,,WSG,0.0,,OAK,AL,,,UA55,391.0,DISTRIBUTION RESERVOIR,DRES,1530,462,IS,2005-06-24,,May Reservoir,May Reservoir (DRES),,N,N,,P,May,2.0,6092643.0,2103139.0,May Reservoir,POINT (-122.1225455476138 37.75966329832031)
589,211,Verde Reservoir,R/W end of Monte Verde Dr,1798.0,A5B,Verde,W,,,,,WSG,0.0,,ELS,CC,,,SA54,241.0,DISTRIBUTION RESERVOIR,DRES,1485,542,IS,2003-08-20,,Verde Reservoir,Verde Reservoir (DRES),,N,N,N,P,Verde Reservoir,1.0,6049324.0,2183603.0,Verde Reservoir,POINT (-122.2776537741269 37.97844388121965)
592,216,Withers Reservoir,End Kim Rd,562.0,E3A,Colorados,E,,,,,WSG,0.0,,LAF,CC,,,WA70,678.0,DISTRIBUTION RESERVOIR,DRES,1536,526,IS,1996-07-30,,Withers Reservoir,Withers Reservoir (DRES),,N,N,N,P,Withers,1.0,6098266.0,2167974.0,Withers Reservoir,POINT (-122.1069454944458 37.93795838214069)
629,1034,North Richmond Water Reclamation Equalization Tank,,0.0,,,,,,,,WWG,894.0,CR,RCH,CC,,,,0.0,RECYCLED RESERVOIR,RRES,0,0,IS,1990-01-01,,North Richmond Water Reclamation Equalization Tank,North Richmond Water Reclamation Equalization Tank (RRES),,N,N,N,RT,North Richmond,2.0,0.0,0.0,,POINT (165.9984561648176 -90)
640,90,Diablo Reservoir,R/W at end of Merano Street,596.0,F5B,Diablo,E,,,,,WSG,0.0,,DAN,CC,,,WA61,829.0,DISTRIBUTION RESERVOIR,DRES,1578,488,TRS,1999-01-20,,Diablo Reservoir,Diablo Reservoir (DRES),,N,N,N,P,Diablo,1.0,6140203.0,2128463.0,Diablo Reservoir,POINT (-121.9594078734348 37.83135018259945)
642,1898,Forestland Reservoir,N/s at 6501 Colton Bl,2029.0,B9A,Forestland,W,,,,,WSG,0.0,,OAK,AL,,,UA70,492.0,DISTRIBUTION RESERVOIR,DRES,1506,490,IS,2005-05-24,,Forestland Reservoir,Forestland Reservoir (DRES),,N,N,,P,Forestland,2.0,6069336.0,2130495.0,Forestland Reservoir,POINT (-122.2048801821816 37.83364282345781)
652,55,Bayview #1 Reservoir,E/o 22500 Bayview Ave,942.0,C1A,Bayview,W,,,,,WSG,0.0,,HAY,AL,,NE,UA27,442.0,DISTRIBUTION RESERVOIR,DRES,1548,436,IS,1998-10-02,,Bayview #1 Reservoir,Bayview #1 Reservoir (DRES),,N,N,N,P,Bayview No. 1,2.0,6111039.0,2076775.0,Bayview No 1 Reservoir,POINT (-122.0574009131054 37.68812722495534)
655,127,Laguna No 1 Reservoir,"179 Crestview Drive, through private residence gate",1917.0,D9J,Laguna,E,,,,,WSG,0.0,,OR,CC,,,OA45,655.0,DISTRIBUTION RESERVOIR,DRES,1515,498,IS,1982-01-01,,Laguna No 1 Reservoir,Laguna No 1 Reservoir (DRES),,N,N,N,P,Laguna No 1 Res,1.0,6078315.0,2138900.0,Laguna No 1 Reservoir,POINT (-122.1743137421846 37.85716637013709)
656,73,Castle Hill Reservoir,R/W E/o Saklan Indian Dr,1703.0,D5A,Bryant,E,,,,,WSG,0.0,,WC,CC,,,OA31,563.0,DISTRIBUTION RESERVOIR,DRES,1551,498,IS,1996-08-27,,Castle Hill Reservoir,Castle Hill Reservoir (DRES),,N,N,N,P,Castle Hill,1.0,6113403.0,2139422.0,Castle Hill Reservoir,POINT (-122.0528221813972 37.86025946361654)
611,1524,Bishop No. 2 Reservoir,S/E portion of Wiedemann Ranch Development (Unincorp CC),703.0,F9B,Bishop,E,,,,,WSG,0.0,,SR,CC,,,WA23,857.0,DISTRIBUTION RESERVOIR,DRES,1566,456,TRS,2003-10-17,,Bishop No. 2 Reservoir,Bishop No. 2 Reservoir (DRES),,N,N,,P,Bishop No. 2,1.0,6129370.0,2097570.0,Bishop No 2 Reservoir,POINT (-121.995205337819 37.74604950532724)
569,106,Fire Trail No. 1 Reservoir,N end Greenridge Rd,994.0,C5C,Fire Trail,W,,,,,WSG,0.0,,CV,AL,,,UA48,477.0,DISTRIBUTION RESERVOIR,DRES,1551,446,TRS,2001-01-03,2004-01-03,Fire Trail No. 1 Reservoir,Fire Trail No. 1 Reservoir (DRES),,N,N,N,P,Fire Trail No. 1,2.0,6114659.0,2088015.0,Fire Trail No 1 Tank,POINT (-122.0455331306882 37.71915631483957)
571,1893,Bayfair Reservoir,w/2700 Fairmont Dr.,2026.0,C4A,Proctor,W,,,,,WSG,0.0,,SL,AL,,E,UA44,458.0,DISTRIBUTION RESERVOIR,DRES,1530,448,IS,2005-05-24,,Bayfair Reservoir,Bayfair Reservoir (DRES),,N,N,,P,Bayfair,2.0,6092850.0,2089529.0,Bayfair Reservoir (replaces Str. #960),POINT (-122.1210145562676 37.72230131797667)
572,164,Proctor No. 2 Reservoir,300' N/o End of Proctor Rd,1786.0,C4A,Proctor,W,,,,,WSG,164.0,,CV,AL,,,UA16,464.0,DISTRIBUTION RESERVOIR,DRES,1545,448,IS,1972-01-01,,Proctor No. 2 Reservoir,Proctor No. 2 Reservoir (DRES),,N,N,N,P,Proctor No. 2,2.0,6108241.0,2088849.0,Proctor No 2 Reservoir,POINT (-122.0677677854604 37.72115352792325)
664,1506,Water Truck 7090,"No permanent location, see Intranet for current location.",0.0,,,,,,,,WSG,0.0,,,,,,,0.0,PORTABLE RESERVOIR,PRES,0,0,IS,1990-01-01,,Water Truck 7090,Water Truck 7090 (PRES),,N,N,,,Water Truck 7090,0.0,0.0,0.0,,POINT (165.9984561648176 -90)
665,1505,Water Truck 7080,"No permanent location, see Intranet for current location.",0.0,,,,,,,,WSG,0.0,,,,,,,0.0,PORTABLE RESERVOIR,PRES,0,0,IS,1990-01-01,,Water Truck 7080,Water Truck 7080 (PRES),,N,N,,,Water Truck 7080,0.0,0.0,0.0,,POINT (165.9984561648176 -90)
693,176,San Pablo Clearwell,San Pablo C,501.0,G0A,Central,W,,,,,WSG,29.0,,KEN,CC,,,PP02,60.0,DISTRIBUTION RESERVOIR,DRES,1482,514,IS,1995-12-11,,San Pablo Clearwell,San Pablo Clearwell (DRES),,N,N,N,P,San Pablo Clearwell,2.0,6046279.0,2156128.0,San Pablo WTP,POINT (-122.286398016958 37.90284581185164)
706,1933,Westside Reservoir,263 El Toyonal,2042.0,D9E,Westside,E,,,,,WSG,0.0,,OR,CC,,,,0.0,DISTRIBUTION RESERVOIR,DRES,1506,508,IS,2005-07-13,,Westside Reservoir,Westside Reservoir (DRES),,N,N,,P,Westside Reservoir,1.0,6068944.0,2148569.0,Westside Reservoir,POINT (-122.2073782890844 37.88325124324475)
707,100,Encinal Reservoir,End of El Rincon (E/o El Toyonal),769.0,D7C,Encinal,E,,,,,WSG,0.0,,OR,CC,,,OA20,609.0,DISTRIBUTION RESERVOIR,DRES,1506,508,IS,1955-01-01,,Encinal Reservoir,Encinal Reservoir (DRES),,N,N,N,P,Encinal,1.0,6069160.0,2148922.0,Encinal Tank,POINT (-122.2066522574466 37.88423132407102)
735,77,City Line Reservoir,N/o 14330 Skyline Bl (in Anthony Chabot Reg. Park),1724.0,B7B,City Line,W,,,,,WSG,0.0,,OAK,AL,,,UA64,488.0,DISTRIBUTION RESERVOIR,DRES,1527,468,IS,1995-07-28,,City Line Reservoir,City Line Reservoir (DRES),,N,N,N,P,City Line,2.0,6089877.0,2109607.0,City Line Reservoir,POINT (-122.1325024844846 37.77729189129484)
744,177,San Ramon Reservoir,R/W W/o Old Crow Canyon Rd & Omega Rd,1736.0,F5BF,San Ramon,E,,,,,WSG,0.0,,SR,CC,,,WA56,841.0,DISTRIBUTION RESERVOIR,DRES,1569,468,IS,2005-12-14,,San Ramon Reservoir,San Ramon Reservoir (DRES),,N,N,N,P,San Ramon,1.0,6132058.0,2110036.0,San Ramon Reservoir,POINT (-121.9865941995196 37.78039838299588)
753,139,Miller Reservoir,20' N/o 6597 Bellhurst Wy,1717.0,C7A,Miller,W,,,,,WSG,0.0,,CV,AL,,,UA19,494.0,DISTRIBUTION RESERVOIR,DRES,1548,452,IS,1985-01-01,,Miller Reservoir,Miller Reservoir (DRES),,N,N,N,P,Miller,2.0,6111113.0,2093766.0,Miller Tank,POINT (-122.0581221144794 37.73478686376849)
757,89,Derby Reservoir,1500' SW/o Derby Dr,1921.0,F7F,Derby,E,,,,,WSG,0.0,,SR,CC,,,WA57,874.0,DISTRIBUTION RESERVOIR,DRES,1569,458,IS,1991-06-03,,Derby Reservoir,Derby Reservoir (DRES),,N,N,N,P,Derby,1.0,6132888.0,2100373.0,Derby Reservoir,POINT (-121.9831929517944 37.75390008316554)
764,874,Reliez Reservoir,"N/S Sunrise Ridge Drive, w/o Hidden Pond Road",1938.0,E5C,Reliez,E,,,,,WSG,0.0,,PH,CC,,,WA50,688.0,DISTRIBUTION RESERVOIR,DRES,1533,532,IS,1995-05-12,,Reliez Reservoir,Reliez Reservoir (DRES),,N,N,N,P,Reliez,1.0,6096842.0,2173158.0,Reliez Res,POINT (-122.1121920601714 37.95212553853808)
716,145,Mulholland No. 2 Reservoir,N/S Donald Dr 700' W/o Goodfellow Dr,1916.0,D9A,Mulholland,E,,,,,WSG,0.0,,OR,CC,,,OA48,639.0,DISTRIBUTION RESERVOIR,DRES,1524,498,IS,1998-11-06,,Mulholland No. 2 Reservoir,Mulholland No. 2 Reservoir (DRES),,N,N,N,P,Mulholland No. 2,1.0,6087417.0,2139217.0,Mulholland No 2 Reservoir,POINT (-122.1428102411682 37.85847936721937)
718,834,Amito Reservoir,1068 Amito Ave,1936.0,A7B,Amito,W,,,,,WSG,0.0,,OAK,AL,,,SA30,262.0,DISTRIBUTION RESERVOIR,DRES,1500,500,IS,1994-04-12,,Amito Reservoir,Amito Reservoir (DRES),,N,N,N,P,Amito,2.0,6061562.0,2140598.0,Amito Reservoir,POINT (-122.2324418464742 37.86099218083507)
721,86,Crossroads Reservoir,W/o End Knickerbocker Ln,971.0,D7DB,Crossroads,E,,,,,WSG,0.0,,OR,CC,,,OA34,614.0,DISTRIBUTION RESERVOIR,DRES,1512,502,IS,1960-01-01,,Crossroads Reservoir,Crossroads Reservoir (DRES),,N,N,N,P,Crossroads,1.0,6075159.0,2143874.0,Crossroads Tank,POINT (-122.1855538422505 37.87066872383276)
682,121,Hink Reservoir,N/W end of Vista Bella,1923.0,E9A,Hink,E,,,,,WSG,0.0,,LAF,CC,,,WA58,697.0,DISTRIBUTION RESERVOIR,DRES,1533,516,IS,1984-01-01,,Hink Reservoir,Hink Reservoir (DRES),,N,N,N,P,Hink,1.0,6096112.0,2156786.0,Hink Reservoir,POINT (-122.113745027889 37.90713627576472)
686,168,Richmond Reservoir,End Posey Av (E/o Grand Blvd),950.0,G0A,Central,W,,,,,WSG,0.0,,RCH,CC,,,SA25,97.0,DISTRIBUTION RESERVOIR,DRES,1455,522,TRS,2007-07-12,,Richmond Reservoir,Richmond Reservoir (DRES),,N,N,N,P,Richmond,2.0,6018403.0,2162642.0,Richmond Reservoir,POINT (-122.3834481559822 37.9192316547849)
782,92,Dingee Reservoir,Estates Dr at Bullard Dr,717.0,B5A,Dingee,W,,,,,WSG,0.0,,OAK,AL,,,SA42,257.0,DISTRIBUTION RESERVOIR,DRES,1503,488,IS,2003-08-13,,Dingee Reservoir,Dingee Reservoir (DRES),,N,N,N,P,Dingee,2.0,6065651.0,2129079.0,Dingee Reservoir,POINT (-122.2175482262462 37.82956985180446)
783,114,Green Valley Reservoir,1500 Diablo Road,597.0,F3A,Danville,E,,,,,WSG,0.0,,DAN,CC,,,WA15,809.0,DISTRIBUTION RESERVOIR,DRES,1572,488,IS,1997-12-08,,Green Valley Reservoir,Green Valley Reservoir (DRES),,N,N,N,P,Green Valley,1.0,6135935.0,2129662.0,Green Valley Reservoir,POINT (-121.974249777016 37.83445900806552)
793,1523,Bishop No. 1 Reservoir,S/E portion of Wiedemann Ranch Development (Unincorp CC),702.0,F9B,Bishop,E,,,,,WSG,0.0,,SR,CC,,,WA23,857.0,DISTRIBUTION RESERVOIR,DRES,1566,456,IS,2001-05-01,,Bishop No. 1 Reservoir,Bishop No. 1 Reservoir (DRES),,N,N,,P,Bishop No. 1,1.0,6129418.0,2097529.0,Bishop No 1 Reservoir,POINT (-121.9950370822916 37.74593902542983)
794,2067,Pardee Center Treated Water Tank,3535 Sandretto Road,0.0,,,,,,,,WSG,0.0,,VS,CA,95252,,,0.0,SUPPLY RESERVOIR,SRES,0,0,IS,1990-01-01,,Pardee Center Treated Water Tank,Pardee Center Treated Water Tank (SRES),,N,N,,P,PACT Tank,1.0,0.0,0.0,,POINT (165.9984561648176 -90)
795,2063,Camanche North Shore Recreation Area North Tank,200 Camanche Road,0.0,,,,,,,,WSG,0.0,,ION,AM,95640,,,0.0,SUPPLY RESERVOIR,SRES,0,0,IS,1990-01-01,,Camanche North Shore Recreation Area North Tank,Camanche North Shore Recreation Area North Tank (SRES),,N,N,,P,CANS North Tank,1.0,0.0,0.0,,POINT (165.9984561648176 -90)
796,1957,Valory Reservoir,north of end of Panorama Dr. (north of Happy Valley Rd.),2088.0,D7B,Las Aromas,E,,,,,WSG,0.0,,LAF,CC,,,,0.0,DISTRIBUTION RESERVOIR,DRES,0,0,IS,2006-07-28,,Valory Reservoir,Valory Reservoir (DRES),,N,N,,P,Valory Res,1.0,0.0,0.0,Valory Reservoir,POINT (165.9984561648176 -90)
827,1048,Walpert North No. 1 Reservoir,E/o the end of Boulder Canyon Drive,1939.0,C6A,Walpert,W,,,,,WSG,0.0,,CV,AL,,,UA53,484.0,DISTRIBUTION RESERVOIR,DRES,1557,436,TRS,2007-09-19,,Walpert North No. 1 Reservoir,Walpert North No. 1 Reservoir (DRES),Walpert North No. 2,N,N,N,P,Walpert North No. 1,2.0,6119146.0,2078107.0,Walpert North No 1 Reservoir,POINT (-122.0294625506445 37.69215170789104)
828,98,El Portal Reservoir,17241 President Dr,906.0,G1BA,Upper San Leandro,W,,,,,WSG,0.0,,CV,AL,,,UA02,145.0,DISTRIBUTION RESERVOIR,DRES,1536,438,IS,1941-01-01,,El Portal Reservoir,El Portal Reservoir (DRES),,N,N,N,P,El Portal,2.0,6099337.0,2078777.0,El Portal Reservoir,POINT (-122.0979544425556 37.69308328160462)
832,49,Argyle No. 2 Reservoir,E/o Argyle No. 1 Res.,557.0,A2E,Argyle,W,,,,,WSG,48.0,,ELS,CC,,,SA14,217.0,DISTRIBUTION RESERVOIR,DRES,1482,544,IS,1970-01-01,,Argyle No. 2 Reservoir,Argyle No. 2 Reservoir (DRES),,N,N,N,P,Argyle No. 2,1.0,6045684.0,2185414.0,Argyle No 2 Reservoir,POINT (-122.2904004107415 37.98322593190998)
834,194,Stott Reservoir,R/W E/o Marcas St (S/o Doidge Av),593.0,A2B,Mendocino,W,,,,,WSG,0.0,,PIN,CC,,,SA72,175.0,DISTRIBUTION RESERVOIR,DRES,1494,544,IS,2003-04-11,,Stott Reservoir,Stott Reservoir (DRES),,N,N,N,P,Stott,1.0,6057617.0,2185088.0,Stott Tank,POINT (-122.2489827930089 37.98295005676606)
838,205,Trilane Reservoir,SW/o Tri Ln & San Pablo Dam Rd,759.0,A2AA,Trilane,W,,,,,WSG,0.0,,RCH,CC,,,SA63,192.0,DISTRIBUTION RESERVOIR,DRES,1488,532,IS,1932-01-01,,Trilane Reservoir,Trilane Reservoir (DRES),,N,N,N,P,Trilane,1.0,6050888.0,2172550.0,Trilane Reservoir,POINT (-122.2715031454653 37.94817680364287)
817,161,Pleasant Hill Reservoir,1480 Pleasant Hill Rd,798.0,E3A,Colorados,E,,,,,WSG,0.0,,WC,CC,,,WA08,676.0,DISTRIBUTION RESERVOIR,DRES,1536,518,IS,2003-06-18,,Pleasant Hill Reservoir,Pleasant Hill Reservoir (DRES),,N,N,N,P,Pleasant Hill,1.0,6100269.0,2160368.0,Pleasant Hill Reservoir,POINT (-122.0995504516301 37.91716768394887)
860,1043,Fairview North No. 1 Reservoir,East of the end of Boulder Canyon Drive,1940.0,C4C,Fairview,W,,,,,WSG,0.0,,CV,AL,,,UA22,473.0,DISTRIBUTION RESERVOIR,DRES,1554,436,IS,1996-08-09,,Fairview North No. 1 Reservoir,Fairview North No. 1 Reservoir (DRES),Fairview North #2 Res; Walpert North PP,N,N,N,P,Fairview North No. 1,2.0,6118350.0,2078231.0,Fairview North No 1 Reservoir,POINT (-122.0322202675862 37.6924564789004)
