block_id,node id
10977,10640
10978,20563
10979,14493
10980,16934
10981,16944
10982,15479
10983,11118
10992,47697
11005,176109
11011,173684
11018,164493
11019,159810
11020,163060
11021,179504
11024,176523
11026,176261
11027,171515
11028,179134
11030,177394
11031,170583
11034,172905
11035,170217
11036,177542
11037,177724
11038,170970
11039,178633
11040,172059
11041,177777
11042,174016
11043,176802
11044,170135
11045,177657
11046,177716
11047,170381
11050,178085
11051,173525
11052,176864
11054,32599
11055,30316
11056,33227
11057,40776
11058,31900
11059,33472
11060,50827
11061,31175
11062,40110
11063,47398
11064,39607
11065,52069
11078,135258
11079,139593
11087,179317
11088,174742
11089,12278
11090,20423
11106,175653
11110,55629
11111,72060
11147,63854
11148,65890
11149,56018
11150,68608
11152,52734
11154,63377
11157,62537
11160,67980
11164,68578
11165,57105
11166,53732
11167,63239
11179,62845
11180,51718
11191,33668
11243,42218
11245,31063
11250,52559
11251,40545
11252,38031
11260,169291
11261,175448
11262,178062
11265,55973
11266,59080
11267,151991
11268,159039
11269,59869
11270,55341
11271,59869
11272,63856
11273,63741
11274,70945
11275,53854
11276,67134
11277,61750
11280,164693
11281,168490
11284,165839
11285,164394
11286,161722
11287,161722
11288,151354
11289,161929
11290,168401
11291,152861
11292,155826
11293,157142
11294,168642
11296,161283
11297,50049
11311,39131
11313,41544
11314,29233
11315,46352
11316,36143
11317,47145
11318,48310
11323,32873
11324,51688
11325,40315
11326,33875
11327,33874
11328,51941
11330,34362
11347,109448
11348,85577
11350,157900
11351,114618
11353,156677
11354,113713
11358,155838
11359,181505
11361,161018
11362,149712
11363,157357
11364,157460
11366,90335
11367,108884
11368,148863
11369,91597
11370,168521
11371,166189
11372,99097
11373,162050
11374,160185
11375,145337
11377,63514
11378,69075
11379,59321
11380,59321
11383,57706
11384,57706
11385,52973
11386,70271
11389,52461
11421,168218
11422,160004
11423,167004
11424,167178
11425,148479
11426,164158
11427,151218
11428,159416
11429,156674
11430,166895
11431,159192
11432,147192
11433,162526
11434,147258
11435,168029
11436,168029
11439,155564
11440,150067
11441,166632
11442,164971
11443,84137
11444,105825
11445,74679
11446,112295
11447,95112
11448,75590
11449,96186
11450,96186
11451,77613
11452,77613
11453,109625
11454,74357
11455,79616
11459,50687
11461,8203
11462,157738
11463,154106
11465,168091
11466,162168
11467,155836
11468,160404
11491,53332
11492,68311
11493,58046
11495,156236
11496,168667
11497,147071
11507,34561
11508,34351
11517,15930
11518,19517
11519,15402
11520,16997
11521,19430
11522,16288
11523,21332
11524,15971
11525,21026
11545,43587
11548,48938
11549,51901
11557,81188
11558,74076
11560,39316
11562,46658
11563,33172
11573,52728
11575,19327
11576,21318
11577,21663
11579,20777
11581,180532
11582,22652
11585,173181
11587,175467
11598,165577
11599,165838
11600,165724
11610,44394
11630,16284
11632,21000
11633,13645
11634,17672
11656,100290
11657,107612
11658,73802
11659,74329
11660,112513
11663,92894
11664,106226
11665,83655
11666,72668
11667,73231
11668,156606
11669,165730
11670,165730
11671,166881
11672,148207
11673,149332
11674,161244
11675,145232
11676,146421
11677,155729
11678,147895
11679,167598
11680,165127
11681,65198
11682,67188
11683,151921
11684,176159
11685,66137
11687,177901
11688,48292
11689,30624
11690,41593
11691,10572
11692,13315
11693,18265
11694,19489
11696,15177
11697,17347
11698,17836
11699,112226
11700,17885
11701,17884
11702,20251
11703,13351
11704,13350
11709,34250
11712,55646
11713,61623
11714,62676
11715,58834
11716,63996
11717,52670
11718,59329
11719,59867
11720,54867
11721,67762
11722,55574
11723,63657
11724,62124
11725,61379
11726,61685
11727,53568
11728,55573
11729,65260
11730,168615
11731,58148
11732,55099
11733,58553
11734,55581
11735,64312
11736,72368
11737,54358
11738,55323
11739,56312
11740,70416
11741,53833
11742,64397
11743,174963
11744,59464
11745,63018
11746,53506
11747,60566
11748,60937
11749,60567
11750,54766
11751,53068
11752,61115
11753,62568
11754,57437
11755,55533
11757,63754
11758,71832
11759,64144
11760,64081
11761,64144
11762,53721
11763,53450
11764,63433
11765,58734
11766,55377
11767,71971
11768,163261
11769,72576
11770,54464
11771,56806
11772,54328
11773,55942
11774,66481
11775,72131
11776,62295
11777,62296
11778,67520
11779,62299
11780,67856
11781,69162
11782,61399
11783,56971
11784,55211
11785,54214
11786,69962
11787,68485
11788,68485
11789,71105
11790,146709
11791,57884
11793,60277
11794,168543
11795,68275
11796,52522
11797,36129
11798,48124
11799,151295
11800,31287
11801,36913
11802,30039
11803,49052
11804,49052
11805,42419
11807,51324
11809,29983
11810,29504
11811,46158
11818,39411
11819,31963
11820,48972
11821,31476
11822,48972
11823,31476
11824,51037
11825,47860
11826,46990
11828,35537
11829,43798
11832,50192
11833,36569
11834,46847
11835,43274
11836,30132
11837,42297
11838,51168
11839,40264
11840,50674
11841,49118
11842,37246
11843,30529
11844,30529
11846,49510
11847,49210
11848,51801
11849,50951
11850,36910
11851,31265
11852,46406
11853,50260
11854,40760
11855,30984
11856,43846
11857,48410
11858,51472
11859,49646
11860,51078
11861,49295
11862,32251
11863,46108
11864,32509
11865,33354
11866,34108
11867,52174
11869,29596
11870,48870
11871,32408
11872,30255
11873,30821
11874,45908
11875,45156
11876,39558
11877,39559
11878,29115
11879,43134
11880,50222
11881,51854
11882,30836
11884,32573
11887,141703
11888,69791
11889,55288
11890,58734
11892,71789
11893,162947
11894,151666
11895,46227
11896,46885
11897,46885
11898,45072
11899,38230
11900,50413
11934,52055
11938,40358
11939,31122
11940,32626
11942,37240
11943,37240
11964,46681
11973,157977
11986,29835
12000,89765
12014,30509
12015,31346
12016,29449
12019,51416
12020,138661
12021,50557
12022,30258
12033,30893
12034,52558
12047,168833
12048,145464
12050,165956
12051,164649
12052,162747
12053,148590
12054,153195
12057,111582
12058,107080
12059,77158
12060,114600
12061,167932
12062,167558
12064,165968
12065,167113
12066,166860
12067,163781
12068,162899
12091,15185
12128,34759
12129,14089
12130,11077
12131,32963
12132,32963
12136,95623
12139,175482
12141,175072
12145,93945
12146,105609
12147,59382
12148,59124
12149,59061
12150,59124
12151,71328
12152,62967
12153,63602
12154,70795
12155,60134
12156,64544
12157,52904
12158,16294
12159,19599
12160,12422
12161,103366
12182,44181
12183,51987
12184,51088
12185,51174
12186,50586
12187,52259
12188,30238
12189,39713
12190,45131
12191,31869
12192,46996
12193,48915
12194,45964
12195,50348
12196,43630
12197,39324
12198,143667
12199,166410
12200,163186
12201,163186
12202,152960
12203,152960
12204,157717
12205,158369
12207,65117
12208,37405
12209,34124
12210,32134
12211,45347
12212,46444
12213,52131
12214,39980
12215,29105
12216,32258
12217,30626
12232,107363
12234,154939
12235,157041
12236,157756
12237,164508
12238,180850
12239,152477
12241,99678
12242,75490
12243,87262
12244,78977
12245,112253
12246,73359
12247,114592
12248,89910
12249,180092
12250,87913
12251,100325
12252,88899
12253,79140
12254,98791
12256,93831
12257,103170
12258,107824
12259,107824
12260,103232
12262,111410
12265,109076
12266,103256
12268,153819
12269,157991
12271,164561
12272,146200
12273,144051
12277,147345
12278,156149
12279,164912
12280,158561
12281,159689
12282,150589
12283,64668
12284,149988
12285,149988
12286,66530
12287,65550
12288,70846
12289,70567
12292,66223
12293,65112
12296,65111
12298,66418
12299,67256
12300,65590
12301,71080
12302,69440
12303,93234
12304,70690
12305,64652
12306,93234
12307,92518
12318,37212
12322,40648
12323,40648
12330,16096
12331,19109
12332,10179
12333,13996
12334,17569
12342,107093
12343,73110
12356,33186
12357,40119
12358,30807
12359,52360
12365,47114
12366,171740
12370,10375
12371,21837
12372,180664
12373,171566
12374,93553
12375,100511
12376,93386
12377,92704
12378,92527
12379,94391
12400,11559
12401,14664
12402,13699
12403,13642
12404,18792
12405,19914
12406,16145
12408,22049
12409,20120
12410,13256
12413,38839
12414,32977
12419,45533
12420,45533
12423,172975
12434,18004
12435,15091
12436,11811
12437,22596
12438,139645
12439,20701
12440,21409
12441,180508
12442,21224
12461,15994
12462,16265
12463,20521
12464,155722
12465,164106
12466,145911
12467,162991
12472,21300
12473,16459
12474,50289
12475,41000
12476,50502
12477,47377
12478,109384
12479,97137
12488,20494
12489,11993
12490,19422
12492,70791
12493,65374
12497,178380
12506,66100
12507,66099
12510,157464
12511,163547
12512,97954
12513,79349
12514,94448
12515,78479
12516,99614
12517,108083
12518,74456
12519,98541
12520,99405
12521,99405
12528,104545
12529,106554
12530,51031
12531,44231
12532,44507
12533,135971
12536,37124
12537,41198
12538,38811
12567,16795
12568,12077
12575,63944
12576,53872
12577,63944
12596,108355
12597,82413
12598,78599
12599,103945
12600,81999
12601,89460
12602,78289
12603,74940
12607,79062
12608,82429
12609,109459
12610,75196
12611,93803
12612,112901
12613,80274
12614,72696
12616,85496
12617,93636
12618,137190
12619,136761
12620,137190
12621,136102
12629,175894
12630,180657
12636,169881
12637,178968
12638,170925
12639,179407
12642,178755
12643,172090
12649,51885
12650,29104
12710,49070
12711,30152
12717,65819
12723,65869
12724,65869
12725,165854
12728,64877
12729,71084
12733,67538
12734,64626
12735,57870
12736,58772
12737,60542
12738,67421
12739,65258
12740,61186
12741,63906
12742,61186
12743,150311
12744,166034
12745,164638
12748,154993
12749,179895
12750,167826
12751,168180
12752,64823
12753,66135
12754,166898
12755,159645
12757,105825
12758,105825
12759,85774
12760,85774
12761,65623
12762,73576
12763,81677
12767,68969
12768,68407
12772,70710
12789,67024
12790,51285
12791,36965
12794,33153
12796,92402
12797,106771
12798,76240
12802,81501
12803,73511
12804,106977
12805,104199
12806,77645
12807,74246
12808,82484
12809,181466
12810,166947
12812,181487
12817,52107
12821,174115
12822,177560
12832,69829
12833,68887
12842,17959
12843,12576
12844,18015
12845,19593
12846,13748
12888,179621
12889,71290
12892,174181
12893,61666
12894,54086
12895,53288
12896,55800
12897,72549
12898,63881
12899,54310
12900,71592
12904,31511
12905,32869
12907,39463
12914,27095
12915,28425
12916,25924
12926,66978
12927,69953
12928,66583
12929,32771
12930,42595
12931,30434
12932,36918
12933,50139
12959,33068
12960,39555
12962,32602
12963,31446
12967,86563
12969,179546
12976,13418
12989,108091
12990,102984
12991,78329
13002,41938
13077,30482
13078,33612
13079,20515
13086,54820
13089,70425
13090,62456
13091,61335
13113,171522
13126,30897
13128,46860
13135,45970
13136,84361
13137,92540
13138,97017
13139,100535
13140,100535
13141,90924
13142,142827
13143,41374
13144,35910
13145,41375
13146,40955
13148,178359
13151,177298
13167,163721
13168,158613
13170,72272
13171,56745
13172,166810
13173,160501
13178,157891
13179,165262
13180,168780
13181,159792
13186,160567
13187,147054
13188,151352
13189,148345
13192,67437
13193,179607
13194,65910
13195,66796
13196,12641
13197,19077
13200,19960
13202,18109
13203,15854
13204,17886
13205,21569
13206,14548
13207,13172
13208,10037
13210,17417
13211,13460
13212,10070
13214,20385
13215,9736
13219,18211
13220,9857
13221,17624
13222,18380
13224,99579
13225,80518
13226,99394
13227,99186
13228,83818
13229,102954
13230,79087
13231,103919
13232,75686
13242,18941
13243,22233
13244,9982
13245,13684
13246,19725
13247,20320
13248,22249
13249,13052
13253,17836
13254,29880
13255,48201
13256,48890
13257,52220
13258,46884
13259,47560
13260,39980
13261,43269
13262,47966
13263,47352
13264,35843
13266,52027
13267,52027
13268,34571
13269,48783
13270,30290
13271,46291
13272,42960
13273,50610
13276,30719
13277,40168
13278,32148
13279,45351
13280,48037
13283,31895
13284,50691
13285,50282
13286,36283
13289,135693
13290,135852
13291,137371
13292,138356
13293,137710
13294,173127
13295,107917
13296,181197
13297,180936
13298,181184
13299,181294
13328,14896
13329,17146
13331,11826
13332,20908
13333,43926
13334,11330
13335,22801
13336,22192
13337,12788
13339,14875
13340,12706
13345,16910
13346,138689
13347,16651
13348,16590
13349,15627
13350,11474
13351,14370
13352,10840
13353,18347
13355,14566
13359,21073
13360,20636
13371,101027
13372,57400
13440,51429
13441,11093
13442,167788
13452,30343
13453,51286
13455,70609
13456,68566
13457,64649
13467,17338
13468,12758
13469,11412
13470,138625
13471,12866
13472,137964
13474,136669
13475,146126
13476,137244
13477,136168
13478,137716
13486,17369
13487,21142
13496,74945
13497,90880
13499,107217
13500,12295
13501,11895
13504,93023
13505,70016
13506,92626
13507,102988
13508,94027
13515,22115
13517,15750
13522,70587
13523,68704
13554,13955
13555,18986
13580,15895
13581,134887
13582,134887
13583,134726
13591,21311
13604,10670
13606,74249
13607,103437
13608,81195
13609,113685
13610,56924
13611,53139
13612,67634
13613,68479
13614,72725
13615,74041
13616,90183
13617,82011
13618,82011
13620,82046
13621,110508
13622,97450
13623,94567
13624,74056
13625,74954
13626,86009
13627,96525
13628,114753
13629,113697
13630,83526
13631,79700
13632,97278
13635,69849
13636,97790
13637,81032
13640,72097
13641,59794
13642,55425
13643,54178
13644,62430
13645,66120
13646,65713
13647,62555
13658,60085
13659,48500
13660,43005
13661,33927
13662,45382
13663,33153
13664,47376
13665,30406
13666,47619
13669,48759
13670,48579
13671,33826
13672,34155
13673,49148
13674,47027
13675,47027
13677,55209
13678,63958
13713,22887
13714,2200
13719,24430
13756,39469
13757,47667
13764,63959
13765,152350
13788,156175
13789,164937
13796,75459
13797,111619
13798,78561
13799,85635
13800,77156
13801,113520
13802,79854
13803,97294
13804,101812
13805,79318
13806,82852
13807,96584
13808,108986
13809,106554
13810,108985
13811,93901
13812,91194
13813,102907
13814,113073
13815,89160
13816,89160
13817,108866
13823,146633
13824,159549
13826,151721
13827,151722
13828,144826
13829,154066
13830,40117
13831,48380
13832,30282
13833,30282
13834,34809
13835,45317
13837,33096
13844,172820
13845,177541
13846,71735
13853,11404
13854,10060
13855,58535
13858,18310
13859,57859
13868,69792
13869,57640
13873,91202
13874,103997
13876,74389
13877,110145
13878,101784
13881,73658
13882,89822
13883,97639
13884,113343
13888,76205
13889,83043
13891,113611
13892,108042
13893,100209
13894,98773
13895,108635
13896,104195
13897,96339
13898,110122
13899,72979
13900,78766
13901,110981
13902,79943
13903,110027
13904,111181
13905,79451
13906,85973
13907,90222
13908,103534
13915,112401
13916,78887
13917,78732
13918,81657
13920,85039
13921,106447
13922,90030
13924,85168
13926,72813
13927,85169
13928,73728
13929,107270
13930,88867
13931,73366
13932,88406
13933,107146
13934,108100
13935,179412
13936,175505
13937,175699
13949,15794
13950,10336
13951,21239
13952,15749
13953,11389
13961,166412
13962,156369
13963,156370
13964,148678
13965,145846
13966,144704
13970,62385
13971,62719
13972,63967
13973,62719
13976,53473
13977,68757
13978,53755
13979,53755
13980,57869
13981,68757
13982,173418
13983,172565
13984,173109
13995,138959
13996,136009
13998,135739
13999,9936
14000,888
14001,20114
14006,22619
14011,62940
14017,12023
14019,122992
14020,17760
14021,16408
14022,58979
14023,72083
14024,68375
14025,57246
14027,56093
14028,64340
14029,56093
14030,69580
14031,56313
14032,61903
14033,54904
14037,154753
14038,149533
14039,158012
14040,159051
14043,94937
14044,29828
14045,47896
14046,84746
14047,94448
14048,99186
14049,106159
14050,170496
14051,108911
14052,80702
14053,80702
14054,75047
14055,180890
14056,103684
14059,90498
14064,16812
14065,16812
14066,16347
14067,22655
14076,54563
14079,71280
14080,55199
14081,62168
14082,54079
14086,81912
14090,75756
14091,76602
14092,103696
14093,79819
14094,126885
14095,106864
14096,107536
14097,109252
14098,81072
14099,73587
14105,173282
14106,169248
14107,172007
14108,171241
14109,172007
14110,54904
14111,152847
14114,40156
14115,40156
14116,41361
14123,29210
14124,43278
14126,39071
14127,30031
14128,50929
14130,31820
14137,148112
14138,148113
14139,65114
14140,65114
14143,178426
14148,33771
14149,30506
14150,43303
14151,30680
14152,31579
14153,51961
14154,50751
14155,33183
14156,31848
14157,167285
14158,98084
14162,152857
14163,167046
14164,163192
14165,159548
14166,168047
14167,80543
14168,112500
14169,112500
14170,75107
14171,79021
14172,93685
14173,87227
14174,99217
14175,108971
14176,107213
14177,96073
14178,87211
14196,141594
14197,142857
14198,143970
14213,176921
14219,139360
14220,172459
14222,178894
14224,176231
14226,179242
14227,171464
14228,177168
14229,171625
14230,175313
14231,173573
14237,29386
14238,49458
14239,170225
14240,87450
14241,108231
14242,155115
14243,155115
14244,168049
14245,148996
14246,148995
14247,52335
14248,52225
14250,154700
14251,156670
14285,71280
14286,62234
14292,31395
14293,29572
14294,50318
14326,17795
14327,136521
14328,13476
14337,134894
14361,13480
14364,52405
14373,13217
14381,181557
14382,110115
14383,110551
14384,97051
14385,94901
14386,107405
14387,105211
14388,107012
14389,76137
14390,77957
14391,110444
14392,103130
14393,113699
14394,94586
14396,90333
14397,114258
14398,100906
14399,74193
14400,86002
14401,113390
14402,106758
14403,91120
14404,75503
14405,88900
14406,149844
14407,156248
14408,165709
14409,165709
14410,102663
14411,85853
14416,96968
14424,50393
14425,37630
14435,33619
14436,38182
14437,50997
14438,31686
14439,48999
14442,50784
14443,45157
14444,41353
14454,38601
14463,56804
14464,53053
14467,49095
14468,34667
14469,33833
14470,50496
14484,12889
14496,2070
14506,5250
14523,48425
14524,48425
14525,31468
14526,32653
14527,32382
14528,48920
14529,29485
14530,3310
14531,41533
14532,47433
14533,32266
14534,38633
14537,33120
14538,30823
14539,30842
14540,136244
14541,51763
14557,50183
14558,31723
14559,52149
14560,167872
14561,163800
14570,17450
14571,11709
14576,18909
14578,18016
14579,17353
14580,12927
14583,181210
14584,181215
14596,107568
14597,91265
14598,93807
14599,103909
14600,78736
14601,109158
14602,105417
14603,77388
14604,95535
14605,101934
14606,101402
14607,76279
14608,86351
14609,99721
14610,107548
14611,82775
14612,103831
14613,89094
14614,83528
14615,105094
14616,73290
14617,91769
14618,97575
14637,110285
14638,108877
14639,107437
14640,95920
14641,77884
14642,95920
14653,10940
14654,19085
14657,17276
14676,29788
14677,40118
14689,36622
14690,37351
14691,30060
14692,32367
14693,52132
14694,42216
14718,147157
14719,143654
14721,157993
14722,152368
14723,163337
14724,162173
14725,162204
14726,158868
14727,149119
14728,168135
14729,163483
14730,147554
14731,164794
14732,142536
14739,175847
14740,178172
14741,170601
14743,172129
14744,108410
14745,73679
14746,112512
14747,73679
14749,96664
14750,85861
14751,96664
14752,107513
14753,107067
14754,113627
14755,107032
14756,90975
14757,92162
14758,108555
14759,76091
14760,105184
14761,89298
14762,72664
14763,108829
14764,77962
14765,17106
14768,20301
14769,77152
14770,86228
14771,111160
14772,78709
14773,77908
14774,77908
14775,87499
14776,75430
14777,178694
14778,78149
14779,104792
