PGV_interp,
0.27489
0.27489
0.27489
0.27489
0.27489
0.27489
0.24506
0.24506
0.30625
0.30625
0.29928
0.29928
0.27489
0.27489
0.23801
0.23801
0.27489
0.23472
0.23472
0.29723
0.29723
0.35829
0.35829
0.27489
0.27489
0.27489
0.23801
0.27489
0.23472
0.27489
0.29723
0.30625
0.29928
0.29928
0.29091
0.29091
0.58276
0.58276
0.42811
0.42811
0.29359
0.29359
0.41287
0.41287
0.49256
0.49256
0.29094
0.29094
0.44284
0.44280
0.49299
0.49299
0.33095
0.33095
0.58276
0.58276
0.53935
0.53935
0.55484
0.55484
0.47923
0.47923
0.59122
0.59122
0.51633
0.51633
0.29094
0.29094
0.49892
0.49892
0.58273
0.58273
0.31102
0.31102
0.61405
0.61405
0.38483
0.38483
0.61405
0.61405
0.41752
0.52451
0.49299
0.49299
0.49849
0.49849
0.38356
0.38356
0.55430
0.55430
0.49879
0.49879
0.49299
0.49299
0.37690
0.37690
0.41752
0.41752
0.40489
0.40489
0.41394
0.41394
0.51462
0.51462
0.59138
0.59138
0.44335
0.44280
0.37690
0.37690
0.28838
0.28838
0.33469
0.33469
0.38349
0.38349
0.29091
0.29091
0.29091
0.29091
0.49321
0.49321
0.29251
0.40466
0.29091
0.29091
0.58959
0.58959
0.55492
0.56617
0.49321
0.51462
0.51462
0.51462
0.36868
0.36868
0.59122
0.59122
0.42862
0.42862
0.49256
0.49256
0.58837
0.58837
0.49892
0.49892
0.51633
0.51633
0.55492
0.55492
0.44335
0.44335
0.30695
0.29298
0.49295
0.49295
0.58276
0.58276
0.42811
0.42811
0.45008
0.45008
0.42862
0.42862
0.45008
0.45008
0.41287
0.41287
0.40761
0.40761
0.38483
0.38483
0.41287
0.41287
0.36484
0.36484
0.60160
0.60160
0.44280
0.44280
0.40761
0.40761
0.42755
0.42755
0.55495
0.55495
0.41287
0.41287
0.60207
0.60207
0.59122
0.59122
0.55430
0.55430
0.41752
0.41752
0.44290
0.50217
0.29359
0.29359
0.58315
0.58315
0.51633
0.51633
0.58315
0.58315
0.40958
0.40958
0.41752
0.41752
0.29359
0.62583
0.62583
0.49299
0.49299
0.38349
0.38349
0.28867
0.28867
0.28804
0.28804
0.42862
0.42862
0.41689
0.41689
0.41671
0.41672
0.54773
0.54773
0.28841
0.28841
0.44290
0.44290
0.41671
0.41671
0.41297
0.41297
0.37986
0.38349
0.55489
0.55489
0.52517
0.52517
0.49295
0.49295
0.48141
0.48141
0.29438
0.29438
0.62583
0.62583
0.55489
0.55489
0.29094
0.29094
0.29094
0.29094
0.51816
0.51816
0.58970
0.58970
0.29359
0.29359
0.57867
0.57867
0.37986
0.37986
0.52516
0.52516
0.38483
0.38483
0.57867
0.57867
0.50156
0.50156
0.36868
0.36868
0.44335
0.44335
0.62583
0.62583
0.29359
0.29359
0.23218
0.23218
0.48141
0.48141
0.62070
0.62070
0.38357
0.38357
0.44280
0.44280
0.42811
0.42811
0.44280
0.44308
0.38483
0.38483
0.32102
0.32102
0.41689
0.41689
0.49892
0.49892
0.36484
0.55489
0.55489
0.59122
0.59122
0.41689
0.41689
0.45008
0.45008
0.31631
0.31631
0.38357
0.38357
0.55237
0.55237
0.42811
0.42811
0.42807
0.42807
0.38357
0.38357
0.49849
0.49849
0.62550
0.62550
0.49295
0.49295
0.31109
0.31109
0.44308
0.44308
0.44290
0.51145
0.51145
0.52514
0.52514
0.45812
0.45812
0.57998
0.57998
0.49892
0.49892
0.47923
0.47923
0.29359
0.29359
0.58315
0.58315
0.50156
0.50156
0.41689
0.41672
0.51816
0.51816
0.62070
0.62070
0.38483
0.38483
0.49295
0.49295
0.58277
0.57867
0.49879
0.49879
0.49879
0.49879
0.41663
0.41663
0.59138
0.55430
0.40489
0.40489
0.29359
0.29359
0.29091
0.29091
0.55489
0.55489
0.49295
0.49295
0.38349
0.38349
0.58837
0.55492
0.49879
0.49879
0.59148
0.59148
0.49274
0.49274
0.43646
0.43646
0.49299
0.49299
0.41287
0.41287
0.58959
0.58959
0.58837
0.58837
0.29091
0.29091
0.49295
0.55237
0.55237
0.44335
0.44335
0.56617
0.56617
0.52515
0.52515
0.60160
0.60160
0.41394
0.41394
0.40466
0.40466
0.28848
0.28848
0.60207
0.60207
0.52514
0.52514
0.49295
0.49295
0.58837
0.58837
0.28841
0.28841
0.54773
