OBJECTID,FAC_GN,FAC_NM,FAC_ADDR_T,STRCT_NU,PRSZ_CD,PRSZ_DESC_,PRSZ_HILL_,PRSZ_SRC_C,PRSZ_SRC_D,PLNG_PRSZ_,PLNG_PRSZ1,FUND_CD,FAC_SITE_G,FAC_ALT_CD,CITY_CD,CNTY_CD,ZIP_NU,FAC_DIRCTN,RTU_NM,OPS_LOOP_N,FAC_TYPE_N,FAC_TYPE_A,MAP_EAST_N,MAP_NORTH_,FAC_STAT_C,FAC_FAC_ST,FAC_FAC__1,FAC_PRINT_,FAC_FULL_P,FAC_LOC_TX,FAC_TEMP_F,FAC_STBY_F,FAC_STAFFE,WTR_TYPE_C,FAC_ABBRV_,MAINT_AREA,FAC_NAD83_,FAC_NAD831,STRCT_NM,geometry
588,437,Black Feather Regulator,Black Feather Dr 270' N/o Skyhawk Dr,1184.0,A3B,Black Feather Regulator,W,A5B,Verde,,,WSG,0.0,,ELS,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1488,540,IS,1990-01-01,,Black Feather Regulator REG,Black Feather Regulator (REG),,N,N,N,P,Black Feather,1.0,6049699.0,2182230.0,Black Feather Regulator,POINT (-122.2762626130884 37.97469355921186)
590,451,Circle Regulator,5720 Circle Dr,1180.0,A4K,Circle Regulator,W,A5B,Verde,,,WSG,0.0,,ELS,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1485,542,IS,1990-01-01,,Circle Regulator REG,Circle Regulator (REG),,N,N,N,P,Circle,1.0,6048030.0,2184384.0,Circle Regulator,POINT (-122.2821940022211 37.98052074180704)
650,488,Oak Rate Control Station,S/s Oak St (120' N/o Grove Way),1113.0,G0A,Central,W,G1BA,Upper San Leandro,,,WSG,0.0,,HAY,AL,,,UA41,113.0,DISTRIBUTION FLOW CONTROL,DFC,1539,434,IS,2007-12-05,,Oak Rate Control Station RCS,Oak Rate Control Station (RCS),,N,N,N,P,Oak,2.0,6101657.0,2075639.0,Oak RCS,POINT (-122.0897531761193 37.68457495670219)
651,468,John Rate Control Station,Corner of John Dr & Foothill Blvd,1197.0,C1A,Bayview,W,G1BA,Upper San Leandro,,,WSG,0.0,,CV,AL,,,UA38,149.0,DISTRIBUTION FLOW CONTROL,DFC,1539,436,IS,2005-03-31,,John Rate Control Station RCS,John Rate Control Station (RCS),,N,N,N,P,John,2.0,6100612.0,2078181.0,John RC,POINT (-122.0935134161855 37.69150636010327)
610,1713,Norris Canyon Regulator,Cross section of Norris Canyon Rd and Crow Canyon Rd,67.0,NONE,,,NONE,,,,WSG,1697.0,,CV,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1557,452,IS,2003-03-01,,Norris Canyon Regulator PRS,Norris Canyon Regulator (PRS),,N,N,,P,Norris Canyon REG,2.0,6118648.0,2093120.0,Castro Valley Regulator,POINT (-122.0320321623994 37.73335428922255)
568,452,Columbia Regulator,Columbia Dr 160' north of Medallion Ct,1185.0,C5E,Columbia Regulator,W,C6B,Madison,,,WSG,0.0,,CV,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1548,446,IS,1990-01-01,,Columbia Regulator REG,Columbia Regulator (REG),,N,N,N,P,Columbia,2.0,6110971.0,2087955.0,Columbia Regulator,POINT (-122.0582787478387 37.7188237625879)
574,465,Henry Regulator,Henry Lane (180' s/o Costa Dr),1183.0,C4B,Jensen,W,C4C,Fairview,,,WSG,0.0,,HAY,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1551,434,IS,1990-01-01,,Henry Regulator REG,Henry Regulator (REG),,N,N,N,P,Henry,2.0,6114474.0,2075495.0,Henry Regulator,POINT (-122.0454583996373 37.68476866012981)
672,1666,Derby Street Regulator,Derby Street,1204.0,,,,,,,,WSG,0.0,,BER,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,0,0,IS,2000-01-01,,Derby Street Regulator REG,Derby Street Regulator (REG),,N,N,,P,Derby Street,2.0,0.0,0.0,Derby Street Flow Station,POINT (165.9984561648176 -90)
673,1953,Pinehaven Regulator,6039 Grizzly Peak Blvd,2047.0,B11A,Pinehaven,W,B13A,Skyline,,,WSG,160.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,0,0,IS,2006-07-11,,Pinehaven Regulator REG,Pinehaven Regulator (REG),,N,N,,P,Pinehaven Reg,2.0,0.0,0.0,Pinehaven Regulator,POINT (165.9984561648176 -90)
674,1973,Arlington Regulator,At the intersection of Ardmore Road and Arlington Avenue,0.0,A4BB,Arlington Regulator,W,A5A,Summit,,,WSG,0.0,,KEN,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,0,0,IS,2005-06-24,,Arlington Regulator REG,Arlington Regulator (REG),,N,N,,P,Arlington Reg,2.0,0.0,0.0,,POINT (165.9984561648176 -90)
691,444,Camino Sobrante Regulator,E/s Camino Sobrante 60' N/o La Espiral,3.0,D5AA,Camino Sobrante Regulator,E,D7B,Las Aromas,,,WSG,0.0,,OR,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1512,512,IS,1990-01-01,,Camino Sobrante Regulator REG,Camino Sobrante Regulator (REG),,N,N,N,P,Camino Sobrante,1.0,6074648.0,2153070.0,Camino Sobrante Regulator,POINT (-122.1878980674536 37.89589402013621)
698,470,Kensington Regulator,Opposite 22 Beverly Rd,65.0,A2A,Berryman,W,A4BB,Arlington Regulator,,,WSG,0.0,,KEN,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1485,516,SB,1990-01-01,,Kensington Regulator REG (SB),Kensington Regulator (REG) (SB),,N,N,N,P,Kensington,2.0,6047337.0,2156967.0,Kensington Regulator,POINT (-122.2827871134524 37.9052048568425)
699,510,Summit Regulator,W/s Grizzly Peak Bl at Parkside Ct,50.0,A7D,Arlington,W,A9D,Shasta,,,WSG,0.0,,KEN,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1488,516,SB,1990-01-01,,Summit Regulator REG (SB),Summit Regulator (REG) (SB),,N,N,N,P,Summit,2.0,6051160.0,2156715.0,Summit Regulator,POINT (-122.269522408648 37.90471201431095)
700,476,La Loma Regulator,La Loma Ave (50' N/o Hearst Ave),1159.0,A4B,Santa Barbara Regulator,W,A5A,Summit,,,WSG,0.0,,BER,AL,,,SA65,185.0,DISTRIBUTION FLOW CONTROL,DFC,1491,504,IS,2004-07-28,,La Loma Regulator REG,La Loma Regulator (REG),,N,N,N,P,La Loma,2.0,6054588.0,2146134.0,La Loma Regulator,POINT (-122.2569551127543 37.87583619648588)
712,521,Webster Rate Control Station,2864 Webster St,1150.0,G1AB,Claremont,W,G1AA,Aqueduct,,,WSG,78.0,,BER,AL,,,OA27,134.0,DISTRIBUTION FLOW CONTROL,DFC,1494,498,IS,1990-01-01,,Webster Rate Control Station RCS,Webster Rate Control Station (RCS),,N,N,N,P,Webster,2.0,6057141.0,2138930.0,Webster St RC,POINT (-122.2476456652578 37.85618664856319)
737,457,82nd Ave Rate Control Station,S/s at 3000 82nd Ave,1103.0,G1BA,Upper San Leandro,W,G1BA,Upper San Leandro,,,WSG,0.0,,OAK,AL,,,UA36,148.0,DISTRIBUTION FLOW CONTROL,DFC,1518,464,IS,2007-11-15,,82nd Ave Rate Control Station RCS,82nd Ave Rate Control Station (RCS),,N,N,N,P,82nd Avenue,2.0,6081206.0,2104919.0,82nd Ave. RC,POINT (-122.1622123374877 37.76400034694159)
738,508,73rd Ave Rate Control Station,E/s at 2812 73rd Ave,35.0,G0A,Central,W,G1BA,Upper San Leandro,,,WSG,0.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1515,466,IS,2004-10-26,,73rd Ave Rate Control Station RCS,73rd Ave Rate Control Station (RCS),,N,N,N,P,73rd Avenue,2.0,6078497.0,2106877.0,73rd Ave Regulator/RCS,POINT (-122.171703477463 37.76924441939772)
743,445,Campus Regulator,Campus Dr at Crystal Ridge Ct,1194.0,B7C,Campus Regulator,W,B9B,Madrone,,,WSG,0.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1521,468,IS,1990-01-01,,Campus Regulator REG,Campus Regulator (REG),,N,N,N,P,Campus,2.0,6083651.0,2110043.0,Campus Regulator,POINT (-122.1540683191557 37.77818916919415)
755,455,Dunsmuir Rate Control Station,Opposite 1170 Victoria Ave,1160.0,G0A,Central,W,G0A,Central,,,WSG,0.0,,SL,AL,,,UA35,107.0,DISTRIBUTION FLOW CONTROL,DFC,1524,454,IS,1990-01-01,,Dunsmuir Rate Control Station RCS,Dunsmuir Rate Control Station (RCS),,N,N,N,P,Dunsmuir,2.0,6086095.0,2095908.0,Dunsmuir RC,POINT (-122.1447540224609 37.73949405379886)
756,493,Bayfair Regulator,1800 Estudillo Av W/o Bayfair PP,1115.0,B5D,Country Club,W,B5D,Country Club,,,WSG,11.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1530,458,SB,2005-05-26,,Bayfair Regulator REG (SB),Bayfair Regulator (REG) (SB),,N,N,N,P,Bayfair,2.0,6092001.0,2100096.0,Bayfair Regulator,POINT (-122.1245834568394 37.75127690379033)
720,1726,Dwight Regulator,,26.0,A4A,Stonewall,W,A5A,Summit,,,WSG,456.0,,BER,AL,,,SA73,203.0,DISTRIBUTION FLOW CONTROL,DFC,1494,502,IS,2000-10-30,,Dwight Regulator REG,Dwight Regulator (REG),,N,N,,P,Dwight,2.0,6057446.0,2142521.0,Dwight Regulator,POINT (-122.2468213861336 37.86606244067084)
722,831,Broadway Terrace Regulator,W/s Golden Gate Ave @ Broadway Terrace,1306.0,B4AA,Broadway Terrace Regulator,W,B5A,Dingee,,,WSG,0.0,,OAK,AL,,,SA68,187.0,DISTRIBUTION FLOW CONTROL,DFC,1497,492,IS,1994-06-01,,Broadway Terrace Regulator REG,Broadway Terrace Regulator (REG),,N,N,N,P,Broadway Terrace,2.0,6061289.0,2134006.0,Broadway Terrace Regulator,POINT (-122.2329648422436 37.8428779106734)
723,1938,Forest Park Regulator,200 feet South of 7251 Skyline Blvd.,2045.0,B11B,Carisbrook,W,B13A,Skyline,,,WSG,0.0,,OAK,AL,,,UA86,0.0,DISTRIBUTION FLOW CONTROL,DFC,1509,492,IS,2005-06-01,,Forest Park Regulator REG,Forest Park Regulator (REG),,N,N,,P,Forest Park Regulator,2.0,6071380.0,2133536.0,Forest Park Regulator,POINT (-122.1979944684552 37.84209487330462)
679,500,Road 24 Check Valve,1408 Amador St,0.0,A1A,Road 24,W,G1AA,Aqueduct,,,WSG,372.0,,SP,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1473,534,IS,1990-01-01,,Road 24 Check Valve CV,Road 24 Check Valve (CV),,N,N,N,P,Road 24,1.0,6034687.0,2174707.0,,POINT (-122.3278240578122 37.95324439179317)
826,481,Mattox Rate Control Station,N/s Mattox Rd,1152.0,C1A,Bayview,W,G1BA,Upper San Leandro,,,WSG,0.0,,CV,AL,,,UA04,437.0,DISTRIBUTION FLOW CONTROL,DFC,1536,436,IS,1990-01-01,,Mattox Rate Control Station RCS,Mattox Rate Control Station (RCS),,N,N,N,P,Mattox,2.0,6100125.0,2077329.0,Mattox RC,POINT (-122.0951461296696 37.68914405799313)
887,449,Cherry Regulator,NE corner of Cherry Rd & Rancho View Rd,1314.0,E3AA,Cherry Regulator,E,E5B,Brookwood,,,WSG,0.0,,WC,CC,,W,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1536,520,IS,1990-01-01,,Cherry Regulator REG,Cherry Regulator (REG),,N,N,N,P,Cherry,1.0,6099458.0,2162230.0,Cherry Regulator,POINT (-122.1024719139788 37.92224238039949)
897,1688,White Oak Regulator,End of White Oak Drive,30.0,D7AB,White Oak Regulator,E,D7A,Baseline,,,WSG,0.0,,LAF,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1518,510,IS,2000-10-23,,White Oak Regulator REG,White Oak Regulator (REG),,N,N,,P,White Oak,1.0,6080934.0,2150846.0,White Oak Regulator,POINT (-122.1659795395028 37.89009634592904)
936,480,Malcolm Regulator,S/s Leamont Ct at Malcolm Ave,1121.0,B3A,Piedmont,W,B5D,Country Club,,,WSG,0.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1524,458,IS,1990-01-01,,Malcolm Regulator REG,Malcolm Regulator (REG),,N,N,N,P,Malcolm,2.0,6088262.0,2098668.0,Malcolm Regulator,POINT (-122.1374278800577 37.7471769761803)
937,1477,Peralta Regulator,"11085 Golf Links Road (Inside House, Outside May P.P.)",0.0,B4B,Peralta,W,B5D,Country Club,,,WSG,315.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1530,458,SB,2008-04-10,,Peralta Regulator REG (Temp) (SB),Peralta Regulator (REG) (Temp) (SB),,Y,N,,P,Peralta,2.0,6091977.0,2100097.0,,POINT (-122.1246665176797 37.75127850643481)
938,462,Gramercy Regulator,15939 Gramercy Dr,1178.0,C2A,Almond,W,C4A,Proctor,,,WSG,0.0,,SL,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1533,442,IS,2000-06-21,,Gramercy Regulator REG,Gramercy Regulator (REG),,N,N,N,P,Gramercy,2.0,6096135.0,2084133.0,Gramercy Regulator,POINT (-122.10933759592 37.70763991324286)
939,519,Villareal Regulator,On Villareal 2790' S/o La Mirada Dr,1182.0,C4D,Villareal Regulator,W,C5D,Norris,,,WSG,0.0,,CV,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1557,442,IS,1990-01-01,,Villareal Regulator REG,Villareal Regulator (REG),,N,N,N,P,Villareal,2.0,6119435.0,2084368.0,Villareal Regulator,POINT (-122.0288170557273 37.70935708661575)
946,432,Bayview Bypass Check Valve,Mattox Rd,0.0,C1A,Bayview,W,G1BA,Upper San Leandro,,,WSG,481.0,,CV,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1536,436,IS,1990-01-01,,Bayview Bypass Check Valve BPCV,Bayview Bypass Check Valve (BPCV),,N,N,N,P,Bayview,2.0,6100117.0,2077317.0,,POINT (-122.0951730675531 37.68911073273222)
947,1701,Castro Valley Rate Control Station,intersection of John Drive and Castro Valley Blvd,54.0,NONE,,,C1A,Bayview,,,WSG,1697.0,,CV,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1539,438,IS,2003-03-01,,Castro Valley Rate Control Station RCS,Castro Valley Rate Control Station (RCS),,N,N,,P,Castro Valley RCS,2.0,6101294.0,2078464.0,Southern Loop RCS,POINT (-122.0911733191578 37.69231530171302)
949,1736,Lawrence Road Regulator,"Lawrence Road, 1 mi. south of Camino Tassajara (opp Meadow Lane)",39.0,F7E,Scenic,E,F5BG,Lawrence Regulator,,,WSG,0.0,,DAN,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1596,470,IS,2001-07-01,,Lawrence Road Regulator REG,Lawrence Road Regulator (REG),,N,N,,P,Lawrence Road,1.0,6157843.0,2112260.0,Lawrence Road Regulator,POINT (-121.8974971079159 37.78759580351039)
907,1594,Thomas Regulator,2611 Rose St,2.0,A4B,Santa Barbara Regulator,W,A5A,Summit,,,WSG,0.0,,BER,AL,,,SA40,202.0,DISTRIBUTION FLOW CONTROL,DFC,1491,508,IS,1999-05-05,,Thomas Regulator REG,Thomas Regulator (REG),,N,N,,P,Thomas,2.0,6053967.0,2148932.0,Thomas Regulator,POINT (-122.2592883676309 37.88348688774704)
876,498,Reliez Valley Regulator,W/s 1727 Reliez Valley Rd,56.0,E3AE,Reliez Valley Regulator,E,E5B,Brookwood,,,WSG,0.0,,PH,CC,,W,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1536,524,IS,1990-01-01,,Reliez Valley Regulator REG,Reliez Valley Regulator (REG),,N,N,N,P,Reliez Valley,1.0,6098088.0,2165525.0,Reliez Valley Regulator,POINT (-122.1074168683549 37.93122545586311)
881,1582,Valencia Regulator,N/s Valencia Rd at Don Gabriel Way,4.0,D5AC,Valencia Regulator,E,D7A,Baseline,,,WSG,0.0,,MOR,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1521,494,IS,1999-03-25,,Valencia Regulator REG,Valencia Regulator (REG),,N,N,,P,Valencia,1.0,6083799.0,2135125.0,Valencia Regulator,POINT (-122.1550900774584 37.84706842080003)
984,435,Berryman-Dingee Throttling Valve,Golden Gate Av at Chabot Rd,0.0,A2A,Berryman,W,B5A,Dingee,,,WSG,12.0,,BER,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1497,496,IS,1990-01-01,,Berryman-Dingee Throttling Valve TV,Berryman-Dingee Throttling Valve (TV),W/Berryman-South PP,N,N,N,P,Berryman-Dingee,2.0,6059527.0,2137557.0,,POINT (-122.2392942274895 37.85253861360012)
988,494,Piedmont Regulator,W/o Blair Av bet Scenic Av & Harbord Dr,1102.0,B3A,Piedmont,W,B5A,Dingee,,,WSG,159.0,,PIE,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1500,488,IS,2003-08-05,,Piedmont Regulator REG,Piedmont Regulator (REG),w/Estates PP,N,N,N,P,Piedmont,2.0,6063867.0,2129407.0,Piedmont Regulator,POINT (-122.2237452293175 37.83038049276215)
1043,486,Ney Rate Control Station,NW Cor Ney Ave and 82nd Ave,1112.0,G1AA,Aqueduct,W,G1BA,Upper San Leandro,,,WSG,0.0,,OAK,AL,,,UA39,129.0,DISTRIBUTION FLOW CONTROL,DFC,1518,464,IS,1990-01-01,,Ney Rate Control Station RCS,Ney Rate Control Station (RCS),,N,N,N,P,Ney,2.0,6080781.0,2104720.0,Ney RC,POINT (-122.1636701539067 37.76343319406335)
1055,490,Orion Regulator,6601 Monte Verde Dr,1179.0,A4L,Orion Regulator,W,A5B,Verde,,,WSG,0.0,,ELS,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1485,542,IS,1990-01-01,,Orion Regulator REG,Orion Regulator (REG),,N,N,N,P,Orion,1.0,6048053.0,2183235.0,Orion Regulator,POINT (-122.2820383591978 37.97736712655655)
1005,501,San Luis No. 2 Rate Control Station,2201 Larkey Ln,1199.0,H1A,Leland,E,,,,,WSG,33.0,,WC,CC,,,WP01,665.0,DISTRIBUTION FLOW CONTROL,DFC,1542,518,IS,1990-01-01,,San Luis No. 2 Rate Control Station RCS,San Luis No. 2 Rate Control Station (RCS),,N,N,N,P,San Luis No. 2,1.0,6104637.0,2159427.0,San Luis No 2 RC,POINT (-122.0843552804255 37.91478768409014)
1008,485,Navellier Bypass Check Valve,7130 Blake St,0.0,A1A,Road 24,W,G1AA,Aqueduct,,,WSG,371.0,,EC,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1476,522,IS,1990-01-01,,Navellier Bypass Check Valve BPCV,Navellier Bypass Check Valve (BPCV),,N,N,N,P,Navellier,2.0,6039807.0,2164037.0,,POINT (-122.3093547948399 37.92422068933085)
1009,1925,Navellier Regulator/Rate Control Station,7310 Blake Street,2038.0,A1A,Road 24,W,A2A,Berryman,,,WSG,371.0,,EC,,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1476,522,IS,2005-09-27,,Navellier Regulator/Rate Control Station RCS,Navellier Regulator/Rate Control Station (RCS),Berryman North Pumping Plant/262,N,N,,P,Navellier Reg/RCS,2.0,6039847.0,2163977.0,Navellier Regulator/RCS,POINT (-122.3092121255146 37.92405806775272)
1010,520,Vista Del Rio Regulator,2163 Vista Del Rio,1177.0,A0AC,Vista Del Rio Regulator,W,A2D,Rolph,,,WSG,0.0,,CR,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1500,570,IS,1990-01-01,,Vista Del Rio Regulator REG,Vista Del Rio Regulator (REG),,N,N,N,P,Vista Del Rio,1.0,6061434.0,2210511.0,Vista Del Rio Regulator,POINT (-122.2373784374686 38.05294921120459)
1059,471,Key Check Valve,Key Blvd and Knott Ave,0.0,A1A,Road 24,W,G1AA,Aqueduct,,,WSG,0.0,,EC,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1476,524,IS,1990-01-01,,Key Check Valve CV,Key Check Valve (CV),,N,N,N,P,Key,2.0,6037417.0,2165207.0,,POINT (-122.3177178788268 37.9273060956246)
1082,477,La Salle Regulator,E/s at 227 Crocker Ave,13.0,B2A,39th Avenue,W,B3A,Piedmont,,,WSG,0.0,,PIE,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1500,482,TRS,2008-03-20,2009-02-01,La Salle Regulator REG,La Salle Regulator (REG),,N,N,N,P,La Salle,2.0,6063347.0,2123807.0,La Salle Regulator,POINT (-122.2251882826153 37.81497753311827)
1129,1902,Keith Regulator,on Keith Ave. north of intersection with Shasta Rd.,2032.0,A5C,Keith Regulator,W,A7D,Arlington,,,WSG,0.0,,BER,,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1491,508,IS,2004-02-17,,Keith Regulator REG,Keith Regulator (REG),,N,N,,P,Keith Reg,2.0,6054212.0,2150236.0,Keith Regulator,POINT (-122.2585244319917 37.88708001873774)
1134,829,Stonewall Altitude Valve,227 Stonewall Rd,0.0,A4A,Stonewall,W,A5A,Summit,,,WSG,193.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1497,500,IS,1990-01-01,,Stonewall Altitude Valve ALTV,Stonewall Altitude Valve (ALTV),,N,N,N,P,Stonewall,2.0,6058767.0,2141207.0,,POINT (-122.24216126312 37.86252201998202)
1139,1089,Terrace Regulator,N/s adjacent to 8162 Terrace Dr,1312.0,A4BA,Terrace Regulator,W,A5A,Summit,,,WSG,0.0,,EC,CC,,,SA70,270.0,DISTRIBUTION FLOW CONTROL,DFC,1482,520,IS,1997-08-11,,Terrace Regulator REG,Terrace Regulator (REG),,N,N,,P,Terrace,2.0,6045412.0,2160843.0,Terrace Regulator,POINT (-122.289714712336 37.91574655647351)
1155,1937,Thornhill North Regulator,Opposite 7015 Pinehaven Road,2044.0,B11A,Pinehaven,W,B9D,Thornhill,,,WSG,0.0,,OAK,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1503,494,IS,2006-05-15,,Thornhill North Regulator REG,Thornhill North Regulator (REG),,N,N,,P,Thornhill North Regulator,2.0,6067235.0,2134993.0,Thornhill North Regulator,POINT (-122.2124389157998 37.84588833774709)
1071,1690,Diablo Regulator (Emergency),N Side of Blackhawk Road at San Andreas Drive,42.0,,,,,,,,WSG,342.0,,BHK,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1581,486,SB,2000-01-01,,Diablo Regulator (Emergency) REG (Temp) (SB),Diablo Regulator (Emergency) (REG) (Temp) (SB),,Y,N,,P,Diablo,1.0,6143377.0,2128297.0,Diablo Regulator (temporary),POINT (-121.9484100103011 37.83102967136855)
1177,2072,La Salle Temporary Regualtor,,0.0,B2A,39th Avenue,W,B3A,Piedmont,,,WSG,477.0,,PIE,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,0,0,IS,2008-03-20,,La Salle Temporary Regualtor REG (Temp),La Salle Temporary Regualtor (REG) (Temp),,Y,N,,P,La Salle Temp Reg,2.0,0.0,0.0,,POINT (165.9984561648176 -90)
1189,1734,Via Farallon Regulator,N/s Farallon at La Cuesta,1315.0,D5AD,Via Farallon Regulator,E,D7B,Las Aromas,,,WSG,0.0,,OR,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1512,510,IS,1998-06-30,,Via Farallon Regulator REG,Via Farallon Regulator (REG),,N,N,,P,Via Farallon,1.0,6075408.0,2150955.0,Via Farallon Regulator,POINT (-122.1851327387536 37.89012419782479)
1192,478,Leland Rate Control Station,N/s Opposite 3697 Mt Diablo Blvd,1106.0,H1A,Leland,E,H1A,Leland,,,WSG,0.0,,LAF,CC,,,WA11,796.0,DISTRIBUTION FLOW CONTROL,DFC,1527,510,IS,2003-12-12,,Leland Rate Control Station RCS,Leland Rate Control Station (RCS),,N,N,N,P,Leland,1.0,6091143.0,2150616.0,Leland RC,POINT (-122.1305933028821 37.88995811121701)
1196,1091,Thornhill Regulator,in front of 6950 Thornhill Dr,1310.0,B9D,Thornhill,W,B11B,Carisbrook,,,WSG,0.0,,OAK,AL,,,UA63,195.0,DISTRIBUTION FLOW CONTROL,DFC,1506,490,IS,1997-08-05,,Thornhill Regulator REG,Thornhill Regulator (REG),,N,N,,P,Thornhill,2.0,6069447.0,2132328.0,Thornhill Regulator,POINT (-122.2046114083466 37.83868149067973)
1210,499,Road 20 Rate Control Station,El Portal Dr at Road 20,1125.0,G0A,Central,W,G1AA,Aqueduct,,,WSG,0.0,,SP,CC,,,SA39,114.0,DISTRIBUTION FLOW CONTROL,DFC,1470,536,IS,2007-09-13,,Road 20 Rate Control Station RCS,Road 20 Rate Control Station (RCS),,N,N,N,P,Road 20,1.0,6032011.0,2178327.0,Road 20 RC,POINT (-122.3373497240377 37.96303998606611)
1215,502,San Luis No. 1 Rate Control Station,2201 Larkey Ln,1157.0,H1A,Leland,E,,,,,WSG,33.0,,WC,CC,,,WP01,667.0,DISTRIBUTION FLOW CONTROL,DFC,1542,518,IS,1991-01-01,,San Luis No. 1 Rate Control Station RCS,San Luis No. 1 Rate Control Station (RCS),,N,N,N,P,San Luis No. 1,1.0,6104637.0,2159427.0,San Luis No 1 RC,POINT (-122.0843552804255 37.91478768409014)
1236,433,Berkeley View Regulator,SE corner of Shasta and Hill Rds,51.0,A9D,Shasta,W,A11C,Berkeley View,,,WSG,0.0,,BER,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1494,510,SB,2000-05-19,,Berkeley View Regulator REG (SB),Berkeley View Regulator (REG) (SB),,N,N,N,P,Berkeley View,2.0,6056147.0,2151521.0,Berkeley View Regulator,POINT (-122.2519038047244 37.89070792268598)
1239,436,Berryman-Summit Throttling Valve,300 Berkeley Park Blvd,0.0,A2A,Berryman,W,A5A,Summit,,,WSG,29.0,,KEN,CC,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1482,514,IS,1990-01-01,,Berryman-Summit Throttling Valve TV,Berryman-Summit Throttling Valve (TV),W/Summit-West PP,N,N,N,P,Berryman-Summit,2.0,6046267.0,2155607.0,,POINT (-122.286405155191 37.90141464688065)
1242,1598,Santa Barbara Regulator,N/S Santa Barbara Rd at Arlington Ave,1311.0,A4B,Santa Barbara Regulator,W,A5A,Summit,,,WSG,0.0,,BER,AL,,,SA57,196.0,DISTRIBUTION FLOW CONTROL,DFC,1485,514,IS,2004-05-04,,Santa Barbara Regulator REG,Santa Barbara Regulator (REG),,N,N,,P,Santa Barbara,2.0,6049079.0,2155543.0,Santa Barbara Regulator,POINT (-122.2766567737848 37.90138579972037)
1245,1596,Overhill Regulator,S/s 56 Overhill Rd west of Scenic Dr,7.0,D5AB,Orchard Regulator,E,D7A,Baseline,,,WSG,0.0,,OR,CC,,,OA37,112.0,DISTRIBUTION FLOW CONTROL,DFC,1515,504,IS,1999-05-21,,Overhill Regulator REG,Overhill Regulator (REG),,N,N,,P,Overhill,1.0,6078339.0,2145321.0,Overhill Regulator,POINT (-122.1746283215082 37.87479856755193)
1159,428,Aqueduct-Dingee Throttling Valve,Golden Gate Av at Chabot Rd,0.0,G1AA,Aqueduct,W,B5A,Dingee,,,WSG,12.0,,BER,AL,,,,0.0,DISTRIBUTION FLOW CONTROL,DFC,1497,496,IS,1990-01-01,,Aqueduct-Dingee Throttling Valve TV,Aqueduct-Dingee Throttling Valve (TV),w/Dingee PP,N,N,N,P,Aqueduct-Dingee,2.0,6059617.0,2137537.0,,POINT (-122.2389812714489 37.85248828571641)
